;Title, http://www.gcdataconcepts.com, HAM-IMU, MPU-9250,,,,,,,,,,,,
;Version,1191, Build date, Nov 15 2016,  SN:CCDC3016FE411C6,,,,,,,,,,,
0.276397,-2059,117,-158,0,0,-1,11835.837,11118.019,1098.368,1879.269,,,,,2007-01-06 01:28:54.792
0.296417,-2088,131,-144,-1,-3,0,11835.954,11117.925,1098.173,1879.193,,,,,2007-01-06 01:28:54.812
0.316437,-2052,116,-122,-2,-1,-2,11835.861,11118.036,1098.148,1879.141,,,,,2007-01-06 01:28:54.832
0.336426,-2078,131,-176,-1,0,0,11835.797,11118.076,1098.129,1879.321,,,,,2007-01-06 01:28:54.852
0.356445,-2066,116,-158,1,0,1,11835.733,11118.119,1098.163,1879.445,-819,-1119,10,,2007-01-06 01:28:54.872
0.376465,-2066,109,-159,0,0,-1,11835.696,11118.174,1098.075,1879.401,,,,,2007-01-06 01:28:54.892
0.396484,-2064,114,-170,-2,-1,1,11835.768,11118.109,1098.03,1879.363,,,,,2007-01-06 01:28:54.912
0.416473,-2075,105,-158,-1,-1,-3,11835.875,11117.986,1097.966,1879.453,,,,,2007-01-06 01:28:54.932
0.436493,-2062,127,-157,-1,-1,1,11835.92,11117.921,1098.097,1879.478,,,,,2007-01-06 01:28:54.952
0.456512,-2077,118,-156,-1,0,0,11836.03,11117.791,1098.268,1879.455,-823,-1116,6,,2007-01-06 01:28:54.973
0.476532,-2080,135,-169,-1,-1,-2,11836.077,11117.737,1098.156,1879.546,,,,,2007-01-06 01:28:54.993
0.496521,-2070,115,-131,-2,-1,-1,11836.075,11117.723,1098.296,1879.563,,,,,2007-01-06 01:28:55.013
0.51654,-2071,127,-125,1,0,-1,11835.986,11117.844,1098.453,1879.31,,,,,2007-01-06 01:28:55.033
0.53656,-2063,118,-185,-1,-1,-2,11835.849,11117.991,1098.277,1879.41,,,,,2007-01-06 01:28:55.053
0.556579,-2095,118,-159,0,0,2,11835.846,11118.024,1098.245,1879.246,-823,-1116,6,34189,2007-01-06 01:28:55.073
0.576568,-2063,127,-143,-2,-1,1,11835.771,11118.088,1098.275,1879.326,,,,,2007-01-06 01:28:55.093
0.596649,-2063,131,-144,1,0,-1,11835.826,11118.031,1098.24,1879.337,,,,,2007-01-06 01:28:55.113
0.616577,-2073,139,-144,-1,-2,-4,11835.841,11118.018,1098.357,1879.246,,,,,2007-01-06 01:28:55.133
0.636596,-2070,128,-139,-1,-1,-2,11835.907,11117.955,1098.235,1879.277,,,,,2007-01-06 01:28:55.153
0.656616,-2069,135,-162,-2,-2,0,11835.828,11118.02,1098.211,1879.408,-816,-1137,-1,,2007-01-06 01:28:55.173
0.676636,-2066,133,-155,1,1,0,11835.84,11117.966,1098.294,1879.599,,,,,2007-01-06 01:28:55.193
0.696655,-2073,130,-130,-2,-2,-1,11835.77,11118.041,1098.112,1879.704,,,,,2007-01-06 01:28:55.213
0.716675,-2068,115,-155,1,0,-2,11835.808,11117.987,1098.14,1879.77,,,,,2007-01-06 01:28:55.233
0.736664,-2076,114,-122,-2,-1,0,11835.881,11117.969,1098.051,1879.469,,,,,2007-01-06 01:28:55.253
0.756683,-2086,119,-158,-2,-1,0,11835.815,11118.009,1098.15,1879.592,-823,-1125,2,,2007-01-06 01:28:55.273
0.776703,-2049,109,-129,-1,-1,1,11835.777,11118.055,1098.038,1879.625,,,,,2007-01-06 01:28:55.293
0.796692,-2081,124,-136,-2,-1,0,11835.76,11118.091,1098.105,1879.473,,,,,2007-01-06 01:28:55.313
0.816711,-2088,102,-142,-1,-2,-2,11835.728,11118.124,1097.891,1879.604,,,,,2007-01-06 01:28:55.333
0.836731,-2075,119,-159,-2,-1,2,11835.745,11118.077,1097.867,1879.793,,,,,2007-01-06 01:28:55.353
0.85675,-2073,125,-148,-1,-1,-2,11835.748,11118.071,1097.898,1879.795,-823,-1125,6,,2007-01-06 01:28:55.373
0.876739,-2066,148,-125,-1,-1,1,11835.8,11117.99,1097.783,1880.012,,,,,2007-01-06 01:28:55.393
0.896759,-2069,119,-172,0,0,1,11835.736,11118.054,1097.685,1880.089,,,,,2007-01-06 01:28:55.413
0.916778,-2076,126,-131,-1,0,-1,11835.793,11118.014,1097.749,1879.933,,,,,2007-01-06 01:28:55.433
0.936798,-2068,119,-152,-1,-2,-2,11835.76,11118.071,1097.69,1879.839,,,,,2007-01-06 01:28:55.453
0.956787,-2085,119,-131,0,-1,-1,11835.864,11117.953,1097.82,1879.801,-813,-1135,6,,2007-01-06 01:28:55.473
0.976806,-2063,115,-125,-1,-1,0,11835.904,11117.912,1097.765,1879.83,,,,,2007-01-06 01:28:55.493
0.996826,-2071,127,-140,-2,-1,0,11835.802,11118.006,1097.814,1879.883,,,,,2007-01-06 01:28:55.513
1.016815,-2051,135,-135,-1,-1,0,11835.757,11118.06,1097.854,1879.824,,,,,2007-01-06 01:28:55.533
1.036835,-2068,126,-158,-1,-1,-1,11835.701,11118.107,1098.057,1879.777,,,,,2007-01-06 01:28:55.553
1.056854,-2071,105,-146,0,0,-3,11835.711,11118.093,1098.08,1879.791,-819,-1131,12,34160,2007-01-06 01:28:55.573
1.076874,-2070,118,-148,0,0,-1,11835.536,11118.279,1098.056,1879.808,,,,,2007-01-06 01:28:55.593
1.096893,-2073,125,-149,0,1,2,11835.594,11118.186,1098.276,1879.864,,,,,2007-01-06 01:28:55.613
1.116913,-2070,115,-148,1,0,-1,11835.565,11118.196,1098.255,1879.992,,,,,2007-01-06 01:28:55.633
1.136902,-2076,119,-151,1,0,0,11835.47,11118.273,1098.184,1880.177,,,,,2007-01-06 01:28:55.653
1.156921,-2076,115,-133,-1,-1,1,11835.374,11118.36,1098.363,1880.163,-824,-1129,0,,2007-01-06 01:28:55.673
1.176941,-2067,122,-137,-1,-1,-2,11835.343,11118.39,1098.543,1880.077,,,,,2007-01-06 01:28:55.693
1.19696,-2072,126,-167,-1,-1,-2,11835.343,11118.391,1098.484,1880.108,,,,,2007-01-06 01:28:55.713
1.216949,-2083,125,-147,0,0,-2,11835.376,11118.335,1098.567,1880.18,,,,,2007-01-06 01:28:55.733
1.236969,-2062,124,-128,0,-1,-1,11835.312,11118.437,1098.422,1880.065,,,,,2007-01-06 01:28:55.753
1.256988,-2077,140,-170,-2,-1,-1,11835.222,11118.543,1098.224,1880.121,-824,-1131,7,,2007-01-06 01:28:55.773
1.277008,-2077,112,-154,0,1,1,11835.156,11118.63,1097.986,1880.164,,,,,2007-01-06 01:28:55.793
1.296997,-2076,129,-147,0,0,2,11835.183,11118.604,1097.842,1880.233,,,,,2007-01-06 01:28:55.813
1.317016,-2058,101,-165,-2,0,0,11835.343,11118.447,1097.699,1880.23,,,,,2007-01-06 01:28:55.833
1.337036,-2062,127,-181,-2,-2,-1,11835.399,11118.379,1097.802,1880.223,,,,,2007-01-06 01:28:55.853
1.357025,-2064,127,-123,1,-2,0,11835.358,11118.45,1097.696,1880.124,-813,-1123,4,,2007-01-06 01:28:55.873
1.377044,-2062,119,-114,-2,0,-2,11835.251,11118.594,1097.502,1880.055,,,,,2007-01-06 01:28:55.893
1.397064,-2061,122,-119,-2,-1,0,11835.293,11118.587,1097.51,1879.831,,,,,2007-01-06 01:28:55.913
1.417053,-2062,107,-137,-2,-1,-2,11835.318,11118.57,1097.576,1879.734,,,,,2007-01-06 01:28:55.933
1.437073,-2067,122,-147,1,0,1,11835.263,11118.629,1097.528,1879.766,,,,,2007-01-06 01:28:55.953
1.457092,-2064,115,-184,-2,-2,0,11835.283,11118.6,1097.643,1879.737,-819,-1138,10,,2007-01-06 01:28:55.973
1.477112,-2072,117,-140,-1,-2,-1,11835.401,11118.509,1097.64,1879.532,,,,,2007-01-06 01:28:55.993
1.497131,-2090,140,-120,-1,-2,-2,11835.41,11118.532,1097.466,1879.445,,,,,2007-01-06 01:28:56.013
1.51712,-2070,104,-138,-2,0,0,11835.317,11118.634,1097.319,1879.516,,,,,2007-01-06 01:28:56.033
1.53714,-2060,138,-145,-1,-1,2,11835.122,11118.813,1097.343,1879.668,,,,,2007-01-06 01:28:56.053
1.557159,-2067,120,-155,-1,0,0,11835.129,11118.831,1097.354,1879.506,-823,-1130,4,34164,2007-01-06 01:28:56.073
1.577179,-2066,113,-148,-3,-2,-2,11835.054,11118.91,1097.558,1879.398,,,,,2007-01-06 01:28:56.093
1.597168,-2072,129,-139,0,0,-2,11834.971,11119,1097.533,1879.402,,,,,2007-01-06 01:28:56.113
1.617187,-2083,131,-125,-2,-1,0,11835.03,11118.919,1097.653,1879.438,,,,,2007-01-06 01:28:56.133
1.637207,-2076,125,-154,1,0,-1,11835.032,11118.895,1097.721,1879.528,,,,,2007-01-06 01:28:56.153
1.657196,-2067,121,-167,-1,-1,0,11834.991,11118.891,1097.724,1879.813,-826,-1131,3,,2007-01-06 01:28:56.173
1.677215,-2067,129,-150,-1,-1,0,11834.862,11119.042,1097.604,1879.801,,,,,2007-01-06 01:28:56.193
1.697235,-2062,114,-151,-1,0,-1,11834.8,11119.078,1097.59,1879.986,,,,,2007-01-06 01:28:56.213
1.717254,-2051,122,-148,-1,-1,1,11834.705,11119.192,1097.32,1880.065,,,,,2007-01-06 01:28:56.233
1.737243,-2067,118,-154,-2,-1,0,11834.682,11119.226,1097.257,1880.047,,,,,2007-01-06 01:28:56.253
1.757293,-2067,119,-151,-2,0,1,11834.62,11119.302,1097.371,1879.917,-818,-1137,13,,2007-01-06 01:28:56.273
1.777283,-2078,128,-159,-1,0,-2,11834.773,11119.156,1097.374,1879.816,,,,,2007-01-06 01:28:56.293
1.797302,-2074,123,-129,-1,-1,0,11834.712,11119.231,1097.447,1879.717,,,,,2007-01-06 01:28:56.313
1.817383,-2073,124,-135,1,0,-1,11834.543,11119.414,1097.325,1879.767,,,,,2007-01-06 01:28:56.333
1.837311,-2076,127,-139,-1,1,-1,11834.493,11119.429,1097.446,1879.927,,,,,2007-01-06 01:28:56.353
1.85733,-2066,135,-148,1,0,0,11834.431,11119.485,1097.295,1880.071,-816,-1132,4,,2007-01-06 01:28:56.373
1.87735,-2086,119,-144,-1,-1,0,11834.529,11119.408,1097.171,1879.979,,,,,2007-01-06 01:28:56.393
1.897369,-2068,126,-149,-3,-1,-1,11834.45,11119.474,1097.143,1880.11,,,,,2007-01-06 01:28:56.413
1.917358,-2089,133,-148,1,0,1,11834.436,11119.486,1097.187,1880.098,,,,,2007-01-06 01:28:56.433
1.937378,-2068,115,-153,-1,-1,0,11834.476,11119.442,1097.253,1880.065,,,,,2007-01-06 01:28:56.453
1.957397,-2076,117,-160,-2,-1,0,11834.399,11119.533,1097.323,1879.975,-824,-1133,5,,2007-01-06 01:28:56.473
1.977386,-2090,110,-140,-1,0,0,11834.45,11119.442,1097.341,1880.181,,,,,2007-01-06 01:28:56.493
1.997406,-2060,131,-135,0,0,0,11834.388,11119.464,1097.542,1880.32,,,,,2007-01-06 01:28:56.513
2.017425,-2060,136,-161,2,-1,-1,11834.459,11119.392,1097.392,1880.386,,,,,2007-01-06 01:28:56.533
2.037445,-2080,120,-142,-3,-1,-1,11834.399,11119.448,1097.489,1880.38,,,,,2007-01-06 01:28:56.553
2.057434,-2091,114,-166,0,-1,-4,11834.433,11119.414,1097.447,1880.392,-816,-1132,8,34191,2007-01-06 01:28:56.573
2.077453,-2072,120,-142,-3,-1,-1,11834.478,11119.377,1097.417,1880.342,,,,,2007-01-06 01:28:56.593
2.097473,-2068,126,-169,-1,-2,-1,11834.483,11119.384,1097.506,1880.218,,,,,2007-01-06 01:28:56.613
2.117462,-2082,134,-158,-2,-3,-1,11834.494,11119.37,1097.285,1880.365,,,,,2007-01-06 01:28:56.633
2.137512,-2070,132,-146,0,0,0,11834.351,11119.531,1097.249,1880.328,,,,,2007-01-06 01:28:56.654
2.157501,-2071,132,-152,-1,-1,0,11834.311,11119.581,1097.017,1880.422,-822,-1122,-2,,2007-01-06 01:28:56.674
2.177521,-2058,113,-148,0,1,0,11834.453,11119.389,1097.234,1880.536,,,,,2007-01-06 01:28:56.694
2.19754,-2075,120,-117,-1,-2,-1,11834.531,11119.32,1097.086,1880.544,,,,,2007-01-06 01:28:56.714
2.21756,-2078,119,-156,-2,-1,0,11834.515,11119.375,1096.989,1880.371,,,,,2007-01-06 01:28:56.734
2.237549,-2054,123,-151,-3,-1,-2,11834.405,11119.5,1097.044,1880.298,,,,,2007-01-06 01:28:56.754
2.257568,-2063,110,-191,0,0,1,11834.349,11119.509,1097.18,1880.513,-820,-1130,13,,2007-01-06 01:28:56.774
2.277588,-2073,125,-136,1,0,-2,11834.445,11119.385,1097.258,1880.595,,,,,2007-01-06 01:28:56.794
2.297577,-2093,128,-135,0,-1,-2,11834.55,11119.268,1097.25,1880.632,,,,,2007-01-06 01:28:56.814
2.317596,-2072,131,-164,-2,-3,-2,11834.575,11119.226,1097.387,1880.647,,,,,2007-01-06 01:28:56.834
2.337616,-2077,122,-124,-2,-2,0,11834.654,11119.137,1097.263,1880.748,,,,,2007-01-06 01:28:56.854
2.357635,-2061,120,-129,-2,-1,0,11834.674,11119.102,1097.289,1880.814,-811,-1125,8,,2007-01-06 01:28:56.874
2.377624,-2053,125,-142,-1,-1,0,11834.622,11119.12,1097.179,1881.095,,,,,2007-01-06 01:28:56.894
2.397644,-2068,101,-163,0,0,1,11834.509,11119.251,1097.163,1881.037,,,,,2007-01-06 01:28:56.914
2.417663,-2080,123,-147,-2,-1,-2,11834.504,11119.268,1097.135,1880.985,,,,,2007-01-06 01:28:56.934
2.437652,-2060,112,-157,-2,-1,0,11834.545,11119.236,1097.084,1880.947,,,,,2007-01-06 01:28:56.954
2.457672,-2077,116,-144,-2,-1,0,11834.422,11119.377,1097.162,1880.847,-832,-1132,6,,2007-01-06 01:28:56.974
2.477691,-2060,123,-156,-1,-1,-1,11834.403,11119.384,1097.231,1880.883,,,,,2007-01-06 01:28:56.994
2.497711,-2071,127,-132,0,0,-2,11834.394,11119.408,1097.105,1880.872,,,,,2007-01-06 01:28:57.014
2.517731,-2056,111,-150,-2,-1,0,11834.283,11119.53,1096.981,1880.919,,,,,2007-01-06 01:28:57.034
2.53772,-2069,111,-150,-2,-1,-1,11834.236,11119.57,1096.948,1881.001,,,,,2007-01-06 01:28:57.054
2.55777,-2075,116,-146,1,0,1,11834.269,11119.547,1096.942,1880.925,-824,-1129,5,34152,2007-01-06 01:28:57.074
2.577759,-2067,126,-128,0,1,-1,11834.251,11119.545,1097.021,1881.01,,,,,2007-01-06 01:28:57.094
2.597748,-2071,91,-151,0,0,-1,11834.27,11119.511,1097.048,1881.072,,,,,2007-01-06 01:28:57.114
2.617767,-2055,103,-126,-2,-1,-2,11834.19,11119.582,1097.102,1881.125,,,,,2007-01-06 01:28:57.134
2.637787,-2075,124,-150,-2,-1,0,11834.164,11119.611,1097.065,1881.142,,,,,2007-01-06 01:28:57.154
2.657806,-2075,116,-149,-1,-1,0,11834.159,11119.608,1096.902,1881.285,-819,-1138,10,,2007-01-06 01:28:57.174
2.677795,-2069,144,-162,0,0,0,11834.101,11119.667,1096.721,1881.401,,,,,2007-01-06 01:28:57.194
2.697845,-2068,119,-178,-1,0,1,11834.063,11119.658,1096.84,1881.631,,,,,2007-01-06 01:28:57.214
2.717834,-2065,124,-154,-1,-1,1,11833.991,11119.714,1096.95,1881.686,,,,,2007-01-06 01:28:57.234
2.737854,-2060,126,-147,2,2,0,11833.944,11119.755,1097.061,1881.676,,,,,2007-01-06 01:28:57.254
2.757873,-2074,127,-148,0,0,-1,11834.023,11119.69,1097.227,1881.468,-819,-1131,7,,2007-01-06 01:28:57.274
2.777862,-2072,134,-131,-2,-1,-3,11834.056,11119.666,1097.041,1881.506,,,,,2007-01-06 01:28:57.294
2.797882,-2079,101,-137,-1,-1,0,11833.963,11119.773,1096.958,1881.508,,,,,2007-01-06 01:28:57.314
2.817901,-2065,138,-158,-2,0,0,11833.933,11119.825,1096.764,1881.502,,,,,2007-01-06 01:28:57.334
2.837921,-2048,115,-164,-2,-1,2,11833.973,11119.798,1096.638,1881.486,,,,,2007-01-06 01:28:57.354
2.85791,-2082,113,-117,0,1,-1,11834.041,11119.699,1096.655,1881.631,-820,-1125,4,,2007-01-06 01:28:57.374
2.877929,-2078,122,-133,-1,-2,0,11833.996,11119.757,1096.59,1881.613,,,,,2007-01-06 01:28:57.394
2.897949,-2077,115,-142,0,0,-1,11833.961,11119.793,1096.645,1881.59,,,,,2007-01-06 01:28:57.414
2.917938,-2079,114,-153,0,0,1,11833.909,11119.852,1096.671,1881.547,,,,,2007-01-06 01:28:57.434
2.937958,-2057,113,-148,-1,-1,-1,11833.902,11119.84,1096.656,1881.674,,,,,2007-01-06 01:28:57.454
2.957977,-2080,116,-144,0,-1,0,11833.778,11119.955,1096.692,1881.752,-825,-1137,8,,2007-01-06 01:28:57.474
2.977997,-2086,112,-172,0,1,0,11833.703,11120.034,1096.775,1881.71,,,,,2007-01-06 01:28:57.494
2.998016,-2077,112,-160,1,1,0,11833.592,11120.165,1096.779,1881.632,,,,,2007-01-06 01:28:57.514
3.018005,-2075,128,-159,-1,-1,-1,11833.443,11120.284,1096.794,1881.852,,,,,2007-01-06 01:28:57.534
3.038086,-2081,117,-169,0,0,-2,11833.379,11120.343,1096.889,1881.855,,,,,2007-01-06 01:28:57.554
3.058044,-2052,136,-168,0,0,1,11833.426,11120.324,1096.835,1881.706,-814,-1131,5,34160,2007-01-06 01:28:57.574
3.078064,-2069,108,-159,-1,-1,1,11833.394,11120.359,1096.805,1881.714,,,,,2007-01-06 01:28:57.594
3.098053,-2074,119,-152,-2,-1,-1,11833.264,11120.486,1096.891,1881.729,,,,,2007-01-06 01:28:57.614
3.118072,-2062,130,-120,2,0,-1,11833.194,11120.557,1096.933,1881.728,,,,,2007-01-06 01:28:57.634
3.138092,-2069,123,-163,2,0,-2,11833.325,11120.418,1097,1881.684,,,,,2007-01-06 01:28:57.654
3.158081,-2059,120,-154,1,0,-1,11833.273,11120.491,1096.908,1881.639,-820,-1142,-3,,2007-01-06 01:28:57.674
3.1781,-2067,123,-140,-2,-1,0,11833.197,11120.557,1096.821,1881.772,,,,,2007-01-06 01:28:57.694
3.19812,-2070,118,-139,-1,-1,-1,11833.282,11120.463,1096.845,1881.786,,,,,2007-01-06 01:28:57.714
3.218139,-2060,133,-170,-1,-1,-1,11833.362,11120.38,1096.819,1881.787,,,,,2007-01-06 01:28:57.734
3.238128,-2083,115,-160,-2,-1,-1,11833.38,11120.35,1096.645,1881.949,,,,,2007-01-06 01:28:57.754
3.258148,-2060,139,-146,0,0,0,11833.454,11120.293,1096.597,1881.848,-823,-1127,4,,2007-01-06 01:28:57.774
3.278168,-2067,123,-122,-2,-2,0,11833.557,11120.181,1096.498,1881.919,,,,,2007-01-06 01:28:57.794
3.298187,-2068,122,-147,-2,-1,-1,11833.531,11120.19,1096.604,1881.967,,,,,2007-01-06 01:28:57.814
3.318207,-2081,119,-168,-1,-3,-1,11833.488,11120.245,1096.537,1881.95,,,,,2007-01-06 01:28:57.834
3.338226,-2075,122,-166,-2,-1,0,11833.469,11120.267,1096.643,1881.883,,,,,2007-01-06 01:28:57.854
3.358215,-2067,129,-142,-1,-1,1,11833.418,11120.3,1096.606,1882.024,-818,-1130,8,,2007-01-06 01:28:57.874
3.378235,-2072,117,-163,-1,-1,0,11833.312,11120.357,1096.659,1882.326,,,,,2007-01-06 01:28:57.894
3.398254,-2073,120,-147,2,0,-1,11833.34,11120.315,1096.865,1882.28,,,,,2007-01-06 01:28:57.914
3.418243,-2073,110,-154,-2,-2,-3,11833.235,11120.409,1096.748,1882.452,,,,,2007-01-06 01:28:57.934
3.438263,-2073,120,-122,-1,-1,0,11833.221,11120.409,1096.667,1882.584,,,,,2007-01-06 01:28:57.954
3.458282,-2071,108,-165,-2,-1,0,11833.216,11120.42,1096.67,1882.553,-824,-1129,-2,,2007-01-06 01:28:57.974
3.478302,-2081,110,-179,-2,-2,0,11833.21,11120.434,1096.724,1882.475,,,,,2007-01-06 01:28:57.994
3.498291,-2063,132,-141,-1,-1,-2,11833.226,11120.402,1097.018,1882.396,,,,,2007-01-06 01:28:58.014
3.51831,-2075,118,-145,-1,-1,0,11833.245,11120.362,1096.973,1882.541,,,,,2007-01-06 01:28:58.034
3.53833,-2064,117,-152,0,0,0,11833.3,11120.277,1097.14,1882.596,,,,,2007-01-06 01:28:58.054
3.558349,-2069,128,-171,1,0,-1,11833.249,11120.331,1096.955,1882.71,-822,-1136,3,34185,2007-01-06 01:28:58.074
3.578338,-2074,119,-139,-1,-1,0,11833.342,11120.216,1097.116,1882.702,,,,,2007-01-06 01:28:58.094
3.598358,-2072,121,-163,0,0,-1,11833.438,11120.157,1096.939,1882.556,,,,,2007-01-06 01:28:58.114
3.618377,-2076,115,-118,-1,-1,0,11833.508,11120.087,1096.806,1882.604,,,,,2007-01-06 01:28:58.134
3.638366,-2072,115,-143,-2,-1,0,11833.526,11120.058,1096.765,1882.686,,,,,2007-01-06 01:28:58.154
3.658386,-2076,129,-139,-1,-1,1,11833.451,11120.142,1096.77,1882.66,-829,-1133,-2,,2007-01-06 01:28:58.174
3.678406,-2061,122,-127,-1,-1,0,11833.507,11120.074,1096.612,1882.8,,,,,2007-01-06 01:28:58.194
3.698425,-2086,116,-150,-1,-1,1,11833.618,11119.945,1096.532,1882.914,,,,,2007-01-06 01:28:58.214
3.718445,-2080,116,-172,-1,-1,1,11833.618,11119.93,1096.419,1883.066,,,,,2007-01-06 01:28:58.234
3.738434,-2080,116,-159,0,0,-1,11833.744,11119.784,1096.616,1883.026,,,,,2007-01-06 01:28:58.254
3.758453,-2055,124,-161,0,-1,0,11833.797,11119.725,1096.666,1883.009,-823,-1139,6,,2007-01-06 01:28:58.274
3.778473,-2087,121,-160,0,0,-1,11833.953,11119.557,1096.582,1883.065,,,,,2007-01-06 01:28:58.294
3.798492,-2084,119,-159,-3,-2,-1,11833.857,11119.691,1096.409,1882.981,,,,,2007-01-06 01:28:58.314
3.818481,-2071,119,-166,-2,-1,-1,11833.887,11119.621,1096.412,1883.205,,,,,2007-01-06 01:28:58.334
3.838501,-2070,126,-143,-1,-1,1,11833.914,11119.565,1096.424,1883.356,,,,,2007-01-06 01:28:58.355
3.85852,-2068,114,-153,-2,-1,-1,11833.986,11119.508,1096.608,1883.135,-830,-1130,8,,2007-01-06 01:28:58.375
3.878509,-2065,120,-154,-2,-1,-3,11834.042,11119.46,1096.462,1883.147,,,,,2007-01-06 01:28:58.395
3.898529,-2066,112,-148,-2,-1,0,11834.055,11119.447,1096.533,1883.107,,,,,2007-01-06 01:28:58.415
3.918548,-2058,106,-174,-2,-1,-2,11834.054,11119.478,1096.741,1882.807,,,,,2007-01-06 01:28:58.435
3.938568,-2069,131,-156,-1,1,-1,11834.065,11119.481,1096.767,1882.706,,,,,2007-01-06 01:28:58.455
3.958557,-2064,122,-164,-2,-2,0,11834.183,11119.373,1096.772,1882.601,-823,-1130,2,,2007-01-06 01:28:58.475
3.978576,-2082,131,-139,-1,-1,-2,11834.19,11119.344,1096.855,1882.676,,,,,2007-01-06 01:28:58.495
3.998596,-2081,118,-150,0,1,-1,11834.268,11119.245,1096.832,1882.789,,,,,2007-01-06 01:28:58.515
4.018616,-2061,126,-163,1,0,0,11834.229,11119.276,1097.065,1882.716,,,,,2007-01-06 01:28:58.535
4.038605,-2070,114,-129,0,0,-1,11834.327,11119.21,1096.965,1882.542,,,,,2007-01-06 01:28:58.555
4.058624,-2070,125,-136,-3,-1,1,11834.265,11119.263,1096.872,1882.68,-826,-1133,7,34179,2007-01-06 01:28:58.575
4.078644,-2070,118,-141,-1,-1,1,11834.193,11119.332,1096.88,1882.713,,,,,2007-01-06 01:28:58.595
4.098663,-2091,110,-165,-1,-2,0,11834.135,11119.387,1096.763,1882.818,,,,,2007-01-06 01:28:58.615
4.118683,-2068,118,-136,-1,-1,2,11834.189,11119.274,1096.949,1883.045,,,,,2007-01-06 01:28:58.635
4.138672,-2053,102,-139,1,0,0,11834.197,11119.243,1097.03,1883.126,,,,,2007-01-06 01:28:58.655
4.158691,-2062,120,-157,-1,-1,0,11834.151,11119.288,1097.076,1883.126,-818,-1132,8,,2007-01-06 01:28:58.675
4.178711,-2061,97,-155,1,2,0,11834.243,11119.171,1097.175,1883.177,,,,,2007-01-06 01:28:58.695
4.19873,-2088,126,-141,-2,-1,-2,11834.17,11119.231,1097.185,1883.28,,,,,2007-01-06 01:28:58.715
4.218719,-2070,114,-147,0,1,-1,11834.143,11119.219,1097.31,1883.444,,,,,2007-01-06 01:28:58.735
4.238739,-2082,125,-163,-1,-1,0,11834.204,11119.138,1097.447,1883.464,,,,,2007-01-06 01:28:58.755
4.258819,-2053,124,-157,1,0,-1,11834.224,11119.097,1097.554,1883.517,-827,-1123,13,,2007-01-06 01:28:58.775
4.278747,-2048,119,-133,-1,-1,0,11834.316,11119.017,1097.597,1883.387,,,,,2007-01-06 01:28:58.795
4.298767,-2084,129,-131,-1,-2,0,11834.177,11119.148,1097.748,1883.397,,,,,2007-01-06 01:28:58.815
4.318786,-2071,133,-125,0,1,-1,11834.063,11119.274,1097.508,1883.509,,,,,2007-01-06 01:28:58.835
4.338806,-2061,129,-144,-2,-1,0,11833.905,11119.419,1097.43,1883.689,,,,,2007-01-06 01:28:58.855
