;Title, http://www.gcdataconcepts.com, HAM-IMU, MPU-9250,,,,,,,,,,,,
;Version,1191, Build date, Nov 15 2016,  SN:CCDC3016FE411C6,,,,,,,,,,,
58.070495,-2067,105,-151,1,1,-3,11831.191,11113.979,1131.446,1912.502,-822,-1136,0,34167,2007-01-06 01:29:52.586
58.090515,-2061,122,-144,0,0,1,11831.201,11113.969,1131.566,1912.427,,,,,2007-01-06 01:29:52.607
58.110534,-2068,112,-128,0,0,1,11831.18,11113.989,1131.531,1912.457,,,,,2007-01-06 01:29:52.627
58.130523,-2049,128,-145,0,1,-1,11831.241,11113.952,1131.437,1912.351,-825,-1125,8,,2007-01-06 01:29:52.647
58.150543,-2066,111,-136,-2,-1,1,11831.351,11113.834,1131.506,1912.312,,,,,2007-01-06 01:29:52.667
58.170563,-2062,115,-133,0,0,-2,11831.416,11113.746,1131.791,1912.252,,,,,2007-01-06 01:29:52.687
58.190552,-2077,110,-141,1,0,0,11831.396,11113.772,1131.956,1912.13,,,,,2007-01-06 01:29:52.707
58.210602,-2085,122,-155,0,0,-1,11831.576,11113.612,1131.877,1911.995,,,,,2007-01-06 01:29:52.727
58.230621,-2065,107,-145,-3,-2,0,11831.529,11113.658,1131.803,1912.064,-819,-1124,3,,2007-01-06 01:29:52.747
58.25061,-2072,111,-139,-1,-1,-2,11831.583,11113.595,1131.838,1912.073,,,,,2007-01-06 01:29:52.767
58.270599,-2084,124,-136,0,-1,1,11831.632,11113.508,1131.9,1912.24,,,,,2007-01-06 01:29:52.787
58.290619,-2074,120,-160,0,-2,1,11831.687,11113.496,1131.63,1912.128,,,,,2007-01-06 01:29:52.807
58.310638,-2065,130,-127,-3,-2,-2,11831.647,11113.538,1131.767,1912.045,,,,,2007-01-06 01:29:52.827
58.330658,-2069,128,-134,-1,-1,-2,11831.627,11113.578,1131.671,1912.003,-819,-1133,3,,2007-01-06 01:29:52.847
58.350677,-2053,120,-151,0,0,0,11831.502,11113.713,1131.678,1911.986,,,,,2007-01-06 01:29:52.867
58.370666,-2081,143,-160,1,2,1,11831.499,11113.747,1131.78,1911.745,,,,,2007-01-06 01:29:52.887
58.390686,-2082,115,-140,-3,-1,-2,11831.463,11113.81,1131.932,1911.51,,,,,2007-01-06 01:29:52.907
58.410705,-2082,114,-145,-1,-1,-2,11831.408,11113.881,1131.793,1911.523,,,,,2007-01-06 01:29:52.927
58.430694,-2059,125,-151,-2,-1,1,11831.535,11113.748,1131.647,1911.597,-817,-1131,5,,2007-01-06 01:29:52.947
58.450714,-2072,127,-164,-1,-2,1,11831.579,11113.705,1131.94,1911.401,,,,,2007-01-06 01:29:52.967
58.470733,-2077,128,-135,0,0,-2,11831.816,11113.446,1132.09,1911.346,,,,,2007-01-06 01:29:52.987
58.490753,-2090,125,-133,0,-1,0,11831.877,11113.379,1132.012,1911.407,,,,,2007-01-06 01:29:53.007
58.510772,-2081,112,-159,-1,-1,-2,11831.885,11113.363,1132.017,1911.444,,,,,2007-01-06 01:29:53.027
58.530792,-2061,111,-148,-1,-1,0,11831.925,11113.311,1131.985,1911.524,-820,-1127,-1,,2007-01-06 01:29:53.047
58.550781,-2085,116,-143,-2,-1,-1,11832.001,11113.231,1131.983,1911.516,,,,,2007-01-06 01:29:53.067
58.570801,-2066,108,-129,-2,-2,0,11832.033,11113.194,1131.918,1911.572,-820,-1127,-1,34144,2007-01-06 01:29:53.087
58.59082,-2077,104,-178,-2,-1,1,11831.994,11113.271,1131.798,1911.437,,,,,2007-01-06 01:29:53.107
58.610809,-2066,107,-166,0,0,-1,11832.017,11113.225,1132.058,1911.409,,,,,2007-01-06 01:29:53.127
58.630829,-2075,134,-157,-1,-1,-2,11832.188,11113.051,1131.98,1911.408,-819,-1133,-2,,2007-01-06 01:29:53.147
58.650848,-2068,107,-137,-3,-1,-2,11832.106,11113.101,1132.156,1911.524,,,,,2007-01-06 01:29:53.167
58.670868,-2071,132,-132,0,1,-2,11832.046,11113.18,1132.189,1911.409,,,,,2007-01-06 01:29:53.187
58.690857,-2076,131,-148,-2,-1,0,11832.067,11113.166,1132.102,1911.419,,,,,2007-01-06 01:29:53.207
58.710876,-2087,120,-148,-2,-1,0,11832.132,11113.096,1132.077,1911.432,,,,,2007-01-06 01:29:53.227
58.730896,-2069,102,-167,1,0,-1,11832.164,11113.077,1132.101,1911.335,-817,-1143,7,,2007-01-06 01:29:53.247
58.750915,-2079,129,-118,-2,-1,-1,11832.292,11112.964,1131.833,1911.358,,,,,2007-01-06 01:29:53.267
58.770935,-2064,125,-151,-4,-1,2,11832.202,11113.082,1131.817,1911.234,,,,,2007-01-06 01:29:53.287
58.790924,-2073,137,-177,-2,-1,-1,11832.239,11113.024,1131.811,1911.348,,,,,2007-01-06 01:29:53.307
58.810943,-2076,115,-147,0,-1,0,11832.413,11112.805,1131.896,1911.496,,,,,2007-01-06 01:29:53.327
58.830932,-2062,138,-149,0,-1,2,11832.459,11112.775,1131.826,1911.425,-824,-1133,7,,2007-01-06 01:29:53.347
58.850952,-2083,120,-147,-1,-1,1,11832.467,11112.776,1131.637,1911.483,,,,,2007-01-06 01:29:53.367
58.870971,-2076,131,-166,-3,-1,2,11832.431,11112.808,1131.552,1911.571,,,,,2007-01-06 01:29:53.387
58.890991,-2070,114,-158,0,1,1,11832.509,11112.72,1131.587,1911.577,,,,,2007-01-06 01:29:53.407
58.911011,-2074,123,-131,-2,-1,1,11832.447,11112.766,1131.597,1911.684,,,,,2007-01-06 01:29:53.427
58.931,-2078,118,-145,1,0,-1,11832.444,11112.791,1131.561,1911.581,-832,-1130,-1,,2007-01-06 01:29:53.447
58.951019,-2072,123,-144,-3,-2,-2,11832.407,11112.842,1131.414,1911.6,,,,,2007-01-06 01:29:53.467
58.971039,-2078,132,-140,-2,-1,0,11832.409,11112.829,1131.251,1911.764,,,,,2007-01-06 01:29:53.487
58.991028,-2069,109,-146,0,0,2,11832.372,11112.863,1131.142,1911.858,,,,,2007-01-06 01:29:53.507
59.011078,-2076,127,-157,-1,-1,0,11832.356,11112.83,1131.17,1912.128,,,,,2007-01-06 01:29:53.527
59.031067,-2067,119,-154,-2,-1,0,11832.344,11112.857,1131.053,1912.116,-817,-1131,5,,2007-01-06 01:29:53.547
59.051086,-2060,122,-149,-2,-1,0,11832.309,11112.914,1131.029,1912.015,,,,,2007-01-06 01:29:53.567
59.071106,-2063,125,-120,-1,-1,-1,11832.233,11113.004,1130.855,1912.068,-817,-1131,5,34164,2007-01-06 01:29:53.587
59.091095,-2065,122,-132,-3,-2,2,11832.267,11113.004,1130.875,1911.844,,,,,2007-01-06 01:29:53.607
59.111114,-2080,119,-121,-2,-1,0,11832.225,11113.001,1130.927,1912.095,,,,,2007-01-06 01:29:53.627
59.131134,-2085,120,-152,2,0,1,11832.221,11112.996,1131.038,1912.081,-823,-1135,6,,2007-01-06 01:29:53.647
59.151123,-2073,124,-163,1,0,-2,11832.248,11112.952,1131.22,1912.065,,,,,2007-01-06 01:29:53.667
59.171173,-2062,130,-140,-1,-1,-1,11832.323,11112.883,1131.334,1911.925,,,,,2007-01-06 01:29:53.687
59.191253,-2061,133,-147,-2,-1,-1,11832.391,11112.814,1131.336,1911.907,,,,,2007-01-06 01:29:53.707
59.211181,-2062,127,-149,-1,-3,1,11832.521,11112.7,1131.46,1911.694,,,,,2007-01-06 01:29:53.727
59.231201,-2074,124,-167,-2,-1,-3,11832.54,11112.715,1131.447,1911.499,-822,-1133,-2,,2007-01-06 01:29:53.747
59.25119,-2079,101,-132,0,0,-2,11832.594,11112.651,1131.349,1911.593,,,,,2007-01-06 01:29:53.767
59.27121,-2074,127,-172,0,0,0,11832.553,11112.676,1131.509,1911.605,,,,,2007-01-06 01:29:53.787
59.291229,-2066,128,-147,1,0,1,11832.612,11112.594,1131.378,1911.794,,,,,2007-01-06 01:29:53.807
59.311218,-2089,133,-146,-1,-1,2,11832.678,11112.546,1131.211,1911.763,,,,,2007-01-06 01:29:53.827
59.331238,-2077,120,-152,-3,-1,1,11832.58,11112.651,1131.347,1911.682,-822,-1131,0,,2007-01-06 01:29:53.847
59.351257,-2059,117,-177,0,0,-2,11832.56,11112.685,1131.374,1911.59,,,,,2007-01-06 01:29:53.867
59.371277,-2079,133,-139,-3,-1,-2,11832.573,11112.697,1131.416,1911.418,,,,,2007-01-06 01:29:53.887
59.391296,-2054,127,-133,-1,-1,-1,11832.651,11112.613,1131.376,1911.445,,,,,2007-01-06 01:29:53.907
59.411285,-2092,120,-150,1,0,-1,11832.678,11112.537,1131.544,1911.616,,,,,2007-01-06 01:29:53.927
59.431305,-2085,123,-162,-1,-1,0,11832.738,11112.473,1131.651,1911.554,-822,-1140,3,,2007-01-06 01:29:53.947
59.451324,-2088,114,-142,-1,-1,-1,11832.748,11112.448,1131.698,1911.617,,,,,2007-01-06 01:29:53.967
59.471313,-2062,108,-155,1,0,0,11832.752,11112.472,1131.624,1911.493,,,,,2007-01-06 01:29:53.987
59.491333,-2078,119,-152,-2,-1,0,11832.805,11112.399,1131.932,1911.407,,,,,2007-01-06 01:29:54.007
59.511352,-2071,116,-162,0,0,-1,11832.833,11112.365,1132.122,1911.32,,,,,2007-01-06 01:29:54.027
59.531372,-2067,128,-157,-1,-2,-1,11832.86,11112.354,1132.055,1911.259,-823,-1127,11,,2007-01-06 01:29:54.047
59.551391,-2069,134,-140,-2,-1,1,11832.9,11112.318,1131.976,1911.259,,,,,2007-01-06 01:29:54.067
59.57138,-2061,137,-123,-1,-1,-1,11832.963,11112.257,1131.86,1911.297,-823,-1127,11,34148,2007-01-06 01:29:54.087
59.5914,-2067,118,-126,-3,-1,0,11832.876,11112.354,1132.02,1911.179,,,,,2007-01-06 01:29:54.107
59.611419,-2069,118,-126,-1,-1,-3,11832.789,11112.457,1132.111,1911.063,,,,,2007-01-06 01:29:54.127
59.631408,-2086,111,-149,-1,-1,-1,11832.891,11112.36,1132.08,1911.01,-826,-1126,7,,2007-01-06 01:29:54.147
59.651428,-2070,116,-133,-2,-2,1,11832.915,11112.343,1132.166,1910.913,,,,,2007-01-06 01:29:54.167
59.671448,-2065,116,-174,0,0,-1,11832.819,11112.393,1132.298,1911.141,,,,,2007-01-06 01:29:54.187
59.691437,-2065,129,-137,0,0,-1,11832.861,11112.362,1132.18,1911.132,,,,,2007-01-06 01:29:54.207
59.711487,-2073,118,-164,-2,-1,1,11832.851,11112.374,1132.183,1911.117,,,,,2007-01-06 01:29:54.227
59.731476,-2055,114,-152,-1,-1,-1,11832.807,11112.422,1132.323,1911.027,-817,-1133,7,,2007-01-06 01:29:54.247
59.751495,-2064,114,-135,-2,-2,0,11832.855,11112.377,1132.237,1911.04,,,,,2007-01-06 01:29:54.267
59.771515,-2087,120,-166,-2,-2,0,11832.787,11112.453,1132.378,1910.94,,,,,2007-01-06 01:29:54.288
59.791504,-2068,118,-154,0,1,-1,11832.707,11112.559,1132.377,1910.817,,,,,2007-01-06 01:29:54.308
59.811523,-2088,121,-133,-1,-1,0,11832.583,11112.694,1132.27,1910.867,,,,,2007-01-06 01:29:54.328
59.831543,-2062,120,-167,-2,0,1,11832.62,11112.688,1132.125,1910.754,-825,-1132,6,,2007-01-06 01:29:54.348
59.851562,-2077,131,-170,-2,-1,0,11832.639,11112.653,1132.034,1910.901,,,,,2007-01-06 01:29:54.368
59.871551,-2060,124,-151,-2,-1,0,11832.517,11112.745,1132.232,1911.003,,,,,2007-01-06 01:29:54.388
59.891571,-2086,117,-112,-1,-1,0,11832.539,11112.708,1132.193,1911.106,,,,,2007-01-06 01:29:54.408
59.91159,-2070,130,-153,-2,-1,0,11832.515,11112.754,1132.04,1911.072,,,,,2007-01-06 01:29:54.428
59.93161,-2071,134,-130,-2,-1,1,11832.629,11112.638,1131.923,1911.111,-816,-1135,2,,2007-01-06 01:29:54.448
59.951629,-2077,126,-153,-1,-1,-1,11832.623,11112.605,1131.938,1911.331,,,,,2007-01-06 01:29:54.468
59.971618,-2074,130,-164,0,0,-1,11832.549,11112.673,1131.78,1911.492,,,,,2007-01-06 01:29:54.488
59.991638,-2082,122,-166,-1,-1,2,11832.681,11112.535,1131.658,1911.545,,,,,2007-01-06 01:29:54.508
60.011658,-2087,138,-134,-1,-1,-1,11832.711,11112.498,1131.579,1911.621,,,,,2007-01-06 01:29:54.528
60.031677,-2073,117,-141,-1,-1,3,11832.628,11112.546,1131.449,1911.934,-817,-1124,3,,2007-01-06 01:29:54.548
60.051666,-2082,120,-162,0,0,1,11832.686,11112.481,1131.366,1912.002,,,,,2007-01-06 01:29:54.568
60.071686,-2072,118,-159,-2,-2,1,11832.817,11112.314,1131.413,1912.13,-817,-1124,3,34169,2007-01-06 01:29:54.588
60.091705,-2067,136,-155,0,0,1,11832.775,11112.363,1131.319,1912.165,,,,,2007-01-06 01:29:54.608
60.111694,-2080,120,-162,-1,-1,0,11832.869,11112.253,1131.286,1912.245,,,,,2007-01-06 01:29:54.628
60.131714,-2078,130,-121,-2,-1,-1,11832.899,11112.21,1131.254,1912.33,-819,-1124,0,,2007-01-06 01:29:54.648
60.151733,-2064,141,-146,-2,-1,-1,11832.865,11112.222,1131.215,1912.488,,,,,2007-01-06 01:29:54.668
60.171753,-2083,120,-151,0,0,1,11832.848,11112.243,1131.097,1912.54,,,,,2007-01-06 01:29:54.688
60.191742,-2061,127,-143,-3,-1,1,11832.716,11112.388,1131.014,1912.562,,,,,2007-01-06 01:29:54.708
60.211761,-2068,117,-126,1,1,-1,11832.637,11112.492,1130.973,1912.476,,,,,2007-01-06 01:29:54.728
60.231781,-2061,127,-156,-2,-1,0,11832.709,11112.4,1130.885,1912.618,-818,-1132,8,,2007-01-06 01:29:54.748
60.2518,-2077,112,-151,-3,-1,-1,11832.781,11112.34,1130.934,1912.49,,,,,2007-01-06 01:29:54.768
60.27182,-2067,116,-158,-2,-1,-1,11832.819,11112.293,1130.978,1912.499,,,,,2007-01-06 01:29:54.788
60.291809,-2052,110,-139,-1,-1,1,11832.808,11112.275,1131.007,1912.654,,,,,2007-01-06 01:29:54.808
60.311828,-2060,123,-140,1,0,-1,11832.669,11112.433,1130.98,1912.613,,,,,2007-01-06 01:29:54.828
60.331848,-2067,121,-142,-2,-1,0,11832.68,11112.387,1131.061,1912.763,-822,-1129,3,,2007-01-06 01:29:54.848
60.351867,-2068,111,-152,0,0,0,11832.71,11112.335,1130.806,1913.032,,,,,2007-01-06 01:29:54.868
60.371856,-2067,135,-166,-2,-1,2,11832.785,11112.241,1130.746,1913.147,,,,,2007-01-06 01:29:54.888
60.391876,-2058,123,-130,-1,-2,0,11832.888,11112.099,1130.585,1913.432,,,,,2007-01-06 01:29:54.908
60.411957,-2061,120,-126,1,0,1,11832.821,11112.136,1130.822,1913.492,,,,,2007-01-06 01:29:54.928
60.431915,-2064,122,-149,-1,-1,0,11832.845,11112.099,1130.905,1913.511,-822,-1131,-4,,2007-01-06 01:29:54.948
60.451904,-2073,127,-153,-1,-2,0,11832.88,11112.041,1130.737,1913.733,,,,,2007-01-06 01:29:54.968
60.471924,-2072,126,-153,-1,-2,2,11832.939,11111.968,1130.703,1913.809,,,,,2007-01-06 01:29:54.988
60.491943,-2076,118,-144,-1,-2,-1,11833.059,11111.846,1130.738,1913.754,,,,,2007-01-06 01:29:55.008
60.511932,-2066,109,-144,-2,-1,-1,11833.088,11111.796,1130.595,1913.951,,,,,2007-01-06 01:29:55.028
60.531952,-2075,128,-151,-2,-1,2,11833.063,11111.815,1130.612,1913.986,-823,-1127,6,,2007-01-06 01:29:55.048
60.551971,-2059,123,-150,-2,-1,0,11833.093,11111.788,1130.662,1913.926,,,,,2007-01-06 01:29:55.068
60.571991,-2077,112,-145,-2,-1,-2,11833.117,11111.789,1130.84,1913.666,-823,-1127,6,34152,2007-01-06 01:29:55.088
60.59201,-2074,117,-144,-1,-1,-2,11833.098,11111.805,1130.9,1913.656,,,,,2007-01-06 01:29:55.108
60.611999,-2064,120,-150,0,0,-2,11833.158,11111.702,1131.07,1913.783,,,,,2007-01-06 01:29:55.128
60.632019,-2060,136,-149,0,0,0,11833.144,11111.705,1131.185,1913.781,-825,-1132,6,,2007-01-06 01:29:55.148
60.652038,-2062,126,-152,-1,-1,-1,11833.123,11111.694,1131.268,1913.929,,,,,2007-01-06 01:29:55.168
60.672027,-2060,131,-159,-1,-1,-1,11833.204,11111.594,1131.449,1913.903,,,,,2007-01-06 01:29:55.188
60.692047,-2073,115,-125,-1,-2,-3,11833.162,11111.648,1131.284,1913.945,,,,,2007-01-06 01:29:55.208
60.712066,-2089,119,-174,-3,-2,2,11833.207,11111.626,1131.331,1913.765,,,,,2007-01-06 01:29:55.228
60.732086,-2072,112,-135,-1,-2,0,11833.19,11111.618,1131.53,1913.8,-817,-1133,5,,2007-01-06 01:29:55.248
60.752075,-2064,100,-157,-1,0,0,11833.203,11111.603,1131.629,1913.748,,,,,2007-01-06 01:29:55.268
60.772095,-2063,124,-139,0,1,-1,11833.257,11111.54,1131.828,1913.663,,,,,2007-01-06 01:29:55.288
60.792114,-2064,144,-128,0,0,-1,11833.203,11111.584,1131.79,1913.765,,,,,2007-01-06 01:29:55.308
60.812134,-2059,116,-148,0,0,1,11833.358,11111.412,1131.774,1913.815,,,,,2007-01-06 01:29:55.328
60.832123,-2065,115,-150,-1,-4,1,11833.295,11111.458,1131.758,1913.945,-835,-1132,13,,2007-01-06 01:29:55.348
60.852142,-2065,110,-149,1,0,1,11833.219,11111.517,1131.869,1914.007,,,,,2007-01-06 01:29:55.368
60.872162,-2067,126,-140,-1,-1,1,11833.242,11111.487,1131.911,1914.014,,,,,2007-01-06 01:29:55.388
60.892151,-2085,118,-152,0,0,1,11833.295,11111.446,1131.913,1913.922,,,,,2007-01-06 01:29:55.408
60.91217,-2061,120,-149,-2,-2,-2,11833.433,11111.3,1131.882,1913.938,,,,,2007-01-06 01:29:55.428
60.93219,-2060,120,-146,-2,-1,-2,11833.428,11111.295,1131.885,1913.995,-823,-1127,-5,,2007-01-06 01:29:55.448
60.952209,-2081,117,-155,0,0,0,11833.372,11111.328,1131.801,1914.198,,,,,2007-01-06 01:29:55.468
60.972198,-2059,98,-134,-2,-1,0,11833.344,11111.405,1131.699,1913.987,,,,,2007-01-06 01:29:55.488
60.992218,-2080,128,-138,-1,-1,0,11833.187,11111.532,1131.609,1914.272,,,,,2007-01-06 01:29:55.508
61.012237,-2057,129,-135,0,0,1,11833.207,11111.478,1131.454,1914.551,,,,,2007-01-06 01:29:55.528
61.032257,-2073,109,-130,1,0,2,11833.208,11111.468,1131.457,1914.605,-818,-1135,8,,2007-01-06 01:29:55.548
61.052276,-2086,111,-150,-1,-1,0,11833.165,11111.48,1131.433,1914.809,,,,,2007-01-06 01:29:55.568
61.072265,-2073,114,-154,-1,-1,-1,11833.077,11111.58,1131.492,1914.741,-818,-1135,8,34183,2007-01-06 01:29:55.588
61.092285,-2086,135,-168,-1,-1,0,11833.104,11111.547,1131.407,1914.815,,,,,2007-01-06 01:29:55.608
61.112304,-2077,131,-153,-1,-3,-1,11833.131,11111.493,1131.202,1915.082,,,,,2007-01-06 01:29:55.628
61.132324,-2065,118,-137,0,0,2,11833.145,11111.467,1131.18,1915.157,-826,-1131,7,,2007-01-06 01:29:55.648
61.152313,-2079,118,-147,-1,-1,-1,11833.096,11111.486,1131.423,1915.208,,,,,2007-01-06 01:29:55.668
61.172333,-2063,112,-131,0,0,-1,11833.192,11111.4,1131.443,1915.109,,,,,2007-01-06 01:29:55.688
61.192352,-2084,119,-123,-1,-1,-1,11833.169,11111.439,1131.361,1915.07,,,,,2007-01-06 01:29:55.708
61.212341,-2059,119,-123,-1,-1,0,11833.013,11111.567,1131.563,1915.172,,,,,2007-01-06 01:29:55.728
61.232361,-2083,112,-149,2,1,0,11832.942,11111.584,1131.788,1915.372,-819,-1129,10,,2007-01-06 01:29:55.748
61.25238,-2076,119,-126,1,0,2,11832.986,11111.517,1131.77,1915.509,,,,,2007-01-06 01:29:55.768
61.2724,-2075,118,-152,-1,-1,-1,11832.959,11111.525,1131.484,1915.794,,,,,2007-01-06 01:29:55.788
61.292389,-2070,113,-140,0,0,1,11832.89,11111.624,1131.382,1915.703,,,,,2007-01-06 01:29:55.808
61.312408,-2077,115,-130,-1,-1,-1,11832.885,11111.649,1131.454,1915.554,,,,,2007-01-06 01:29:55.828
61.332428,-2082,119,-147,-2,-1,-1,11832.858,11111.674,1131.413,1915.595,-819,-1136,5,,2007-01-06 01:29:55.848
61.352447,-2083,118,-159,0,0,0,11832.854,11111.656,1131.525,1915.661,,,,,2007-01-06 01:29:55.868
61.372436,-2072,117,-147,-1,-2,-2,11832.896,11111.607,1131.452,1915.729,,,,,2007-01-06 01:29:55.888
61.392456,-2072,111,-147,-1,-1,2,11832.946,11111.549,1131.378,1915.799,,,,,2007-01-06 01:29:55.908
61.412475,-2074,127,-145,-1,-1,0,11832.902,11111.603,1131.337,1915.78,,,,,2007-01-06 01:29:55.928
61.432495,-2076,131,-130,0,1,-2,11832.902,11111.632,1131.259,1915.661,-820,-1127,2,,2007-01-06 01:29:55.948
61.452514,-2081,134,-143,-3,-2,0,11832.889,11111.662,1131.135,1915.643,,,,,2007-01-06 01:29:55.969
61.472503,-2063,115,-151,-1,-1,-1,11832.817,11111.72,1131.308,1915.643,,,,,2007-01-06 01:29:55.989
61.492523,-2077,133,-134,-1,-1,-1,11832.886,11111.666,1131.372,1915.493,,,,,2007-01-06 01:29:56.009
61.512543,-2074,127,-121,-1,-2,-2,11832.942,11111.608,1131.37,1915.484,,,,,2007-01-06 01:29:56.029
61.532562,-2067,133,-166,0,0,0,11832.847,11111.723,1131.249,1915.474,-816,-1132,2,,2007-01-06 01:29:56.049
61.552551,-2071,109,-134,-2,-1,1,11832.884,11111.68,1131.188,1915.53,,,,,2007-01-06 01:29:56.069
61.572571,-2065,111,-151,-2,0,-2,11832.672,11111.856,1131.504,1915.635,-816,-1132,2,34195,2007-01-06 01:29:56.089
61.59259,-2072,109,-158,0,0,-2,11832.705,11111.841,1131.472,1915.538,,,,,2007-01-06 01:29:56.109
61.61261,-2083,117,-145,-2,-1,1,11832.749,11111.798,1131.349,1915.587,,,,,2007-01-06 01:29:56.129
61.63269,-2074,125,-145,-2,-2,1,11832.607,11111.936,1131.301,1915.69,-826,-1136,3,,2007-01-06 01:29:56.149
61.652649,-2074,107,-162,0,1,0,11832.5,11112.05,1131.288,1915.703,,,,,2007-01-06 01:29:56.169
61.672638,-2079,120,-159,-1,0,1,11832.418,11112.135,1131.278,1915.72,,,,,2007-01-06 01:29:56.189
61.692657,-2086,111,-130,0,0,0,11832.417,11112.124,1131.405,1915.711,,,,,2007-01-06 01:29:56.209
61.712646,-2069,132,-155,1,0,0,11832.382,11112.184,1131.415,1915.574,,,,,2007-01-06 01:29:56.229
61.732666,-2072,118,-130,-1,0,-1,11832.497,11112.04,1131.513,1915.646,-826,-1136,3,,2007-01-06 01:29:56.249
61.752685,-2063,106,-159,0,0,2,11832.43,11112.092,1131.53,1915.748,,,,,2007-01-06 01:29:56.269
61.772674,-2072,119,-155,-1,-1,-2,11832.392,11112.121,1131.648,1915.747,,,,,2007-01-06 01:29:56.289
61.792694,-2067,120,-158,0,0,-1,11832.488,11112.012,1131.685,1915.755,,,,,2007-01-06 01:29:56.309
61.812713,-2080,133,-161,-2,-2,0,11832.643,11111.868,1131.471,1915.763,,,,,2007-01-06 01:29:56.329
61.832733,-2066,121,-136,-2,-1,1,11832.656,11111.82,1131.559,1915.911,-813,-1125,11,,2007-01-06 01:29:56.349
61.852722,-2079,134,-140,0,0,0,11832.562,11111.88,1131.722,1916.05,,,,,2007-01-06 01:29:56.369
61.872741,-2072,124,-120,1,0,1,11832.477,11111.987,1131.647,1915.997,,,,,2007-01-06 01:29:56.389
61.892761,-2084,123,-145,0,0,-2,11832.416,11112.048,1131.582,1916.055,,,,,2007-01-06 01:29:56.409
61.912781,-2071,136,-139,-1,-2,1,11832.511,11111.956,1131.369,1916.129,,,,,2007-01-06 01:29:56.429
61.93277,-2051,115,-159,-1,-1,-2,11832.485,11111.96,1131.448,1916.223,-819,-1131,5,,2007-01-06 01:29:56.449
61.952789,-2079,104,-155,1,1,-1,11832.468,11111.938,1131.465,1916.445,,,,,2007-01-06 01:29:56.469
61.972809,-2081,127,-145,1,0,-1,11832.526,11111.9,1131.485,1916.292,,,,,2007-01-06 01:29:56.489
61.992828,-2076,111,-142,0,0,-1,11832.535,11111.913,1131.349,1916.239,,,,,2007-01-06 01:29:56.509
62.012848,-2068,126,-151,-2,-1,0,11832.559,11111.883,1131.409,1916.232,,,,,2007-01-06 01:29:56.529
62.032837,-2073,106,-152,-1,-1,-1,11832.606,11111.835,1131.288,1916.291,-812,-1136,7,,2007-01-06 01:29:56.549
62.052856,-2045,122,-144,-1,-1,0,11832.532,11111.894,1131.457,1916.305,,,,,2007-01-06 01:29:56.569
62.072876,-2068,114,-132,0,2,-1,11832.568,11111.891,1131.341,1916.168,-812,-1136,7,34136,2007-01-06 01:29:56.589
62.092895,-2073,133,-150,-2,-1,0,11832.552,11111.917,1131.272,1916.162,,,,,2007-01-06 01:29:56.609
62.112884,-2086,134,-173,-3,-1,0,11832.602,11111.882,1131.2,1916.092,,,,,2007-01-06 01:29:56.629
62.132904,-2066,127,-163,-2,-2,0,11832.62,11111.834,1131.357,1916.167,-816,-1132,6,,2007-01-06 01:29:56.649
62.152893,-2080,134,-157,0,0,-2,11832.664,11111.787,1131.342,1916.178,,,,,2007-01-06 01:29:56.669
62.172943,-2065,111,-158,0,0,0,11832.618,11111.87,1131.332,1915.991,,,,,2007-01-06 01:29:56.689
62.192932,-2060,127,-137,-3,-1,-1,11832.598,11111.895,1131.497,1915.87,,,,,2007-01-06 01:29:56.709
62.212951,-2069,125,-161,-1,-1,-2,11832.556,11111.937,1131.437,1915.921,,,,,2007-01-06 01:29:56.729
62.232971,-2078,114,-135,-1,-1,0,11832.735,11111.748,1131.425,1915.918,-817,-1129,12,,2007-01-06 01:29:56.749
62.252991,-2072,119,-166,-1,-3,-1,11832.809,11111.693,1131.421,1915.785,,,,,2007-01-06 01:29:56.769
62.27298,-2078,136,-124,-1,-1,-1,11832.897,11111.599,1131.511,1915.736,,,,,2007-01-06 01:29:56.789
62.292999,-2075,128,-159,-2,-1,-1,11832.982,11111.536,1131.405,1915.636,,,,,2007-01-06 01:29:56.809
62.313019,-2073,118,-159,-1,-1,-1,11832.92,11111.577,1131.362,1915.808,,,,,2007-01-06 01:29:56.829
62.333038,-2065,124,-158,-1,-1,1,11833.007,11111.478,1131.253,1915.906,-819,-1131,5,,2007-01-06 01:29:56.849
62.353027,-2075,115,-124,-3,-2,0,11833.181,11111.292,1131.213,1915.932,,,,,2007-01-06 01:29:56.869
62.373047,-2073,123,-152,-1,-2,0,11833.256,11111.228,1131.096,1915.911,,,,,2007-01-06 01:29:56.889
62.393066,-2079,131,-147,-2,-2,0,11833.146,11111.342,1131.052,1915.953,,,,,2007-01-06 01:29:56.909
62.413055,-2069,102,-144,-2,-1,-1,11833.103,11111.351,1131.105,1916.139,,,,,2007-01-06 01:29:56.929
62.433075,-2076,129,-159,-1,-1,0,11833.013,11111.451,1131.289,1916.005,-824,-1124,5,,2007-01-06 01:29:56.949
62.453094,-2085,119,-134,-1,-2,-2,11833.027,11111.396,1131.169,1916.307,,,,,2007-01-06 01:29:56.969
62.473114,-2071,122,-123,1,0,1,11832.805,11111.622,1131.178,1916.359,,,,,2007-01-06 01:29:56.989
62.493103,-2069,133,-141,0,2,0,11832.785,11111.619,1131.241,1916.47,,,,,2007-01-06 01:29:57.009
62.513122,-2087,126,-143,1,0,-1,11832.72,11111.7,1131.229,1916.407,,,,,2007-01-06 01:29:57.029
