;Title, http://www.gcdataconcepts.com, HAM-IMU+alt, MPU9250 BMP280,,,,,,,,,,,,,
;Version,1379, Build date, Jan 12 2018,  SN:CCDC50029F4C138,,,,,,,,,,,,
;Start_time, 2018-06-16, 09:03:47.967,2018-06-16 09:03:47.967,,,,,,,,,,,,,
;Temperature,-999, deg C,  Vbat,3476, mv,,,,,,,,,,,
;MPU SR,200,Hz,  Accel sens,2048,counts/g, Gyro sens,16,counts/dps,  Mag SR,10,Hz,  Mag sens,1666,counts/mT,,
;BMP280 SI,0.5,s ,,,,,,,,,,,,,,
;Deadband,0, counts,,,,,,,,,,,,,,
;DeadbandTimeout,5,sec,,,,,,,,,,,,,,
;Time, Ax, Ay, Az, Gx, Gy, Gz, Qw, Qx, Qy, Qz, Mx, My, Mz, P, T,Date Time
0.010315,258,2054,65,-2,-1,0,-9235.152,-5661.491,10309.237,-6694.367,,,,,,2018-06-16 09:03:47.977
0.013093,244,2038,51,-2,-2,0,-9235.128,-5661.551,10309.176,-6694.443,198,-277,-320,,,2018-06-16 09:03:47.980
0.033051,258,2033,71,0,0,0,-9235.268,-5661.6,10309.096,-6694.331,,,,,,2018-06-16 09:03:48.000
0.053071,268,2054,56,0,0,0,-9235.101,-5661.724,10309.232,-6694.247,,,,,,2018-06-16 09:03:48.020
0.07306,252,2057,53,-2,-1,-2,-9235.022,-5661.529,10309.407,-6694.252,,,,,,2018-06-16 09:03:48.040
0.093018,258,2058,62,-1,-1,0,-9234.991,-5661.444,10309.572,-6694.113,,,,,,2018-06-16 09:03:48.060
0.113038,259,2051,51,-2,-2,0,-9234.991,-5661.465,10309.645,-6693.983,198,-277,-320,,,2018-06-16 09:03:48.080
0.132996,261,2030,70,-2,-2,1,-9234.966,-5661.506,10309.649,-6693.975,,,,,,2018-06-16 09:03:48.100
0.152985,253,2062,58,-3,-1,2,-9234.994,-5661.524,10309.677,-6693.879,198,-277,-320,100067,28660,2018-06-16 09:03:48.120
0.172974,246,2035,66,-1,-1,-2,-9234.868,-5661.51,10309.772,-6693.919,,,,,,2018-06-16 09:03:48.140
0.192963,273,2045,75,-1,-1,0,-9234.942,-5661.406,10309.716,-6693.99,,,,,,2018-06-16 09:03:48.160
0.212952,226,2051,67,-1,-2,0,-9234.832,-5661.343,10309.797,-6694.071,204,-280,-321,,,2018-06-16 09:03:48.180
0.232941,265,2040,86,1,0,0,-9234.842,-5661.501,10309.775,-6693.957,,,,,,2018-06-16 09:03:48.200
0.25293,249,2057,65,-1,-1,-2,-9234.861,-5661.66,10309.714,-6693.891,,,,,,2018-06-16 09:03:48.220
0.272919,268,2043,66,0,0,-2,-9234.749,-5661.836,10309.707,-6693.907,,,,,,2018-06-16 09:03:48.240
0.292878,258,2061,58,-2,-1,-1,-9234.771,-5661.759,10309.664,-6694.009,,,,,,2018-06-16 09:03:48.260
0.312897,246,2059,59,-1,-2,1,-9234.581,-5661.881,10309.663,-6694.167,206,-280,-323,,,2018-06-16 09:03:48.280
0.332856,265,2051,88,-1,-1,1,-9234.38,-5661.941,10309.73,-6694.291,,,,,,2018-06-16 09:03:48.300
0.352845,266,2052,47,-2,-1,2,-9234.417,-5661.882,10309.71,-6694.322,,,,,,2018-06-16 09:03:48.320
0.372834,258,2048,78,2,0,0,-9234.269,-5661.906,10309.661,-6694.582,,,,,,2018-06-16 09:03:48.340
0.392823,251,2074,67,0,0,0,-9234.147,-5661.981,10309.724,-6694.589,,,,,,2018-06-16 09:03:48.360
0.412812,247,2041,81,-1,-1,0,-9234.152,-5662.075,10309.773,-6694.427,197,-276,-321,,,2018-06-16 09:03:48.380
0.432801,236,2054,52,-1,-1,-1,-9234.022,-5662.283,10309.651,-6694.619,,,,,,2018-06-16 09:03:48.400
0.45279,261,2038,55,-1,-1,-1,-9233.948,-5662.443,10309.571,-6694.707,,,,,,2018-06-16 09:03:48.420
0.472779,245,2035,56,-3,-1,1,-9233.985,-5662.462,10309.515,-6694.727,,,,,,2018-06-16 09:03:48.440
0.492768,244,2056,57,-1,-1,-1,-9233.956,-5662.466,10309.487,-6694.806,,,,,,2018-06-16 09:03:48.460
0.512726,242,2043,76,-1,-2,1,-9233.912,-5662.62,10309.411,-6694.855,209,-285,-321,,,2018-06-16 09:03:48.480
0.532715,253,2056,62,-1,-1,1,-9233.852,-5662.817,10309.39,-6694.803,,,,,,2018-06-16 09:03:48.500
0.552704,250,2059,62,-2,-1,-2,-9233.764,-5662.736,10309.545,-6694.755,,,,,,2018-06-16 09:03:48.520
0.572693,260,2031,68,-2,-1,1,-9233.682,-5662.817,10309.476,-6694.904,,,,,,2018-06-16 09:03:48.540
0.592713,259,2042,38,0,1,0,-9233.646,-5662.824,10309.359,-6695.129,,,,,,2018-06-16 09:03:48.560
0.612671,251,2037,57,0,1,0,-9233.596,-5662.789,10309.282,-6695.345,202,-276,-321,,,2018-06-16 09:03:48.580
0.63266,241,2053,76,0,1,1,-9233.548,-5662.904,10309.242,-6695.377,,,,,,2018-06-16 09:03:48.600
0.652649,248,2045,58,-2,-1,0,-9233.518,-5662.967,10309.154,-6695.5,202,-276,-321,100067,28660,2018-06-16 09:03:48.620
0.672638,265,2038,75,1,1,-1,-9233.548,-5662.782,10309.166,-6695.597,,,,,,2018-06-16 09:03:48.640
0.692627,249,2045,86,-2,-1,1,-9233.615,-5662.839,10309.026,-6695.671,,,,,,2018-06-16 09:03:48.660
0.712586,264,2054,62,1,0,0,-9233.627,-5662.625,10309.09,-6695.737,200,-286,-315,,,2018-06-16 09:03:48.680
0.732575,253,2050,48,-1,-2,1,-9233.479,-5662.711,10309.206,-6695.69,,,,,,2018-06-16 09:03:48.700
0.752564,267,2050,84,-3,-1,-2,-9233.372,-5662.932,10309.221,-6695.628,,,,,,2018-06-16 09:03:48.720
0.772553,247,2054,67,-2,-1,1,-9233.431,-5662.89,10309.212,-6695.596,,,,,,2018-06-16 09:03:48.740
0.792542,251,2064,51,0,-1,0,-9233.316,-5663.044,10309.298,-6695.492,,,,,,2018-06-16 09:03:48.760
0.812531,249,2046,68,-1,0,1,-9233.437,-5663.195,10309.238,-6695.289,194,-273,-312,,,2018-06-16 09:03:48.780
0.83252,244,2044,41,-2,-1,-2,-9233.405,-5663.223,10309.216,-6695.345,,,,,,2018-06-16 09:03:48.800
0.852509,257,2033,87,-1,-1,-1,-9233.342,-5663.418,10309.158,-6695.355,,,,,,2018-06-16 09:03:48.820
0.872498,252,2035,52,-2,-1,-1,-9233.303,-5663.327,10309.176,-6695.458,,,,,,2018-06-16 09:03:48.839
0.892487,256,2044,63,0,0,1,-9233.318,-5663.406,10309.108,-6695.475,,,,,,2018-06-16 09:03:48.859
0.912446,252,2044,65,-1,0,0,-9233.228,-5663.301,10309.166,-6695.598,207,-279,-318,,,2018-06-16 09:03:48.879
0.932435,255,2050,74,-1,-1,1,-9233.046,-5663.305,10309.212,-6695.775,,,,,,2018-06-16 09:03:48.899
0.952424,252,2035,65,-1,-1,1,-9232.833,-5663.409,10309.295,-6695.854,,,,,,2018-06-16 09:03:48.919
0.972413,255,2045,43,-2,-1,1,-9232.786,-5663.28,10309.409,-6695.851,,,,,,2018-06-16 09:03:48.939
0.992402,253,2051,50,-3,-1,0,-9232.848,-5662.785,10309.736,-6695.682,,,,,,2018-06-16 09:03:48.959
1.012452,262,2050,77,-3,-5,0,-9232.697,-5662.73,10309.904,-6695.679,196,-282,-318,,,2018-06-16 09:03:48.979
1.03241,258,2032,72,-2,-1,-1,-9232.833,-5662.648,10309.822,-6695.686,,,,,,2018-06-16 09:03:48.999
1.052369,250,2042,57,-1,-1,-1,-9232.679,-5662.866,10309.855,-6695.662,,,,,,2018-06-16 09:03:49.019
1.072327,251,2042,62,-1,-1,0,-9232.671,-5662.797,10309.813,-6695.798,,,,,,2018-06-16 09:03:49.039
1.092347,259,2057,95,0,0,1,-9232.77,-5662.895,10309.739,-6695.691,,,,,,2018-06-16 09:03:49.059
1.112336,255,2043,63,-2,-4,1,-9232.907,-5662.798,10309.695,-6695.652,203,-274,-327,,,2018-06-16 09:03:49.079
1.132325,251,2054,46,0,-1,-1,-9232.947,-5662.89,10309.551,-6695.742,,,,,,2018-06-16 09:03:49.099
1.152283,260,2055,50,-1,-1,-1,-9232.855,-5662.992,10309.548,-6695.786,203,-274,-327,100064,28660,2018-06-16 09:03:49.119
1.172272,257,2047,80,-1,0,1,-9232.856,-5662.918,10309.619,-6695.738,,,,,,2018-06-16 09:03:49.139
1.192261,245,2049,62,-2,-2,0,-9232.656,-5662.789,10309.802,-6695.842,,,,,,2018-06-16 09:03:49.159
1.21225,243,2058,59,-2,-1,2,-9232.552,-5662.811,10309.848,-6695.896,207,-282,-322,,,2018-06-16 09:03:49.179
1.232239,259,2052,63,0,1,1,-9232.653,-5662.82,10309.767,-6695.873,,,,,,2018-06-16 09:03:49.199
1.252228,258,2070,86,-1,-1,1,-9232.608,-5663.128,10309.599,-6695.933,,,,,,2018-06-16 09:03:49.219
1.272187,253,2055,78,-1,-1,-2,-9232.47,-5663.049,10309.734,-6695.983,,,,,,2018-06-16 09:03:49.239
1.292206,249,2048,77,-2,-1,1,-9232.46,-5663.109,10309.693,-6696.008,,,,,,2018-06-16 09:03:49.259
1.312195,258,2054,67,-2,-1,-1,-9232.421,-5663.205,10309.686,-6695.992,209,-271,-316,,,2018-06-16 09:03:49.279
1.332184,237,2050,56,-1,0,-1,-9232.385,-5663.223,10309.64,-6696.097,,,,,,2018-06-16 09:03:49.299
1.352143,245,2039,82,1,0,0,-9232.359,-5663.223,10309.711,-6696.023,,,,,,2018-06-16 09:03:49.319
1.372132,245,2030,52,-2,-2,1,-9232.21,-5663.256,10309.829,-6696.021,,,,,,2018-06-16 09:03:49.339
1.392121,267,2068,43,-2,-2,0,-9232.211,-5663.274,10309.839,-6695.988,,,,,,2018-06-16 09:03:49.359
1.41211,250,2052,107,-2,-1,1,-9232.101,-5663.166,10309.916,-6696.112,206,-278,-328,,,2018-06-16 09:03:49.379
1.432099,242,2054,75,0,0,0,-9231.952,-5663.236,10310.002,-6696.127,,,,,,2018-06-16 09:03:49.399
1.452088,252,2039,74,-1,-1,1,-9231.942,-5663.289,10310.026,-6696.058,,,,,,2018-06-16 09:03:49.419
1.472077,256,2056,71,-2,-1,0,-9231.885,-5663.299,10310.068,-6696.063,,,,,,2018-06-16 09:03:49.439
1.492035,252,2039,66,1,0,1,-9231.962,-5663.255,10309.98,-6696.13,,,,,,2018-06-16 09:03:49.459
1.512055,252,2050,58,-2,-2,-1,-9231.877,-5663.119,10310.162,-6696.082,200,-284,-313,,,2018-06-16 09:03:49.479
1.532013,247,2040,79,-2,-3,2,-9231.708,-5663.113,10310.224,-6696.224,,,,,,2018-06-16 09:03:49.499
1.552002,251,2053,59,-4,-1,1,-9231.832,-5663.285,10310.071,-6696.144,,,,,,2018-06-16 09:03:49.519
1.571991,250,2054,63,0,0,-1,-9231.868,-5663.413,10309.989,-6696.113,,,,,,2018-06-16 09:03:49.539
1.59198,258,2056,68,-1,0,0,-9231.759,-5663.349,10310.069,-6696.193,,,,,,2018-06-16 09:03:49.559
1.611969,258,2057,58,-1,-1,0,-9231.636,-5663.104,10310.207,-6696.358,204,-280,-314,,,2018-06-16 09:03:49.579
1.631958,263,2047,81,-2,-3,2,-9231.647,-5662.89,10310.268,-6696.428,,,,,,2018-06-16 09:03:49.599
1.651948,263,2052,57,-1,-1,1,-9231.685,-5662.94,10310.408,-6696.118,204,-280,-314,100065,28660,2018-06-16 09:03:49.619
1.671937,247,2045,48,-1,-2,-1,-9231.574,-5662.899,10310.459,-6696.229,,,,,,2018-06-16 09:03:49.639
1.691895,260,2050,53,0,0,1,-9231.745,-5662.913,10310.353,-6696.144,,,,,,2018-06-16 09:03:49.659
1.711884,251,2059,67,-2,-2,-2,-9231.642,-5662.874,10310.394,-6696.255,216,-283,-323,,,2018-06-16 09:03:49.679
1.731904,248,2058,71,-1,0,1,-9231.497,-5662.985,10310.441,-6696.289,,,,,,2018-06-16 09:03:49.699
1.751862,250,2052,62,-1,-1,1,-9231.507,-5663.024,10310.414,-6696.286,,,,,,2018-06-16 09:03:49.719
1.771851,256,2059,47,-2,-1,-1,-9231.459,-5662.889,10310.599,-6696.18,,,,,,2018-06-16 09:03:49.739
1.79184,247,2053,70,-2,-2,0,-9231.47,-5662.779,10310.632,-6696.208,,,,,,2018-06-16 09:03:49.759
1.811829,254,2055,63,0,0,0,-9231.574,-5662.752,10310.588,-6696.155,196,-291,-313,,,2018-06-16 09:03:49.779
1.831818,243,2062,72,0,0,-2,-9231.484,-5662.837,10310.56,-6696.249,,,,,,2018-06-16 09:03:49.799
1.851807,258,2047,89,-1,-1,1,-9231.541,-5662.776,10310.487,-6696.335,,,,,,2018-06-16 09:03:49.819
1.871796,265,2043,71,0,-1,0,-9231.452,-5662.926,10310.525,-6696.272,,,,,,2018-06-16 09:03:49.839
1.891785,243,2059,77,-2,-1,0,-9231.525,-5662.886,10310.375,-6696.435,,,,,,2018-06-16 09:03:49.859
1.911774,250,2059,59,-1,-1,0,-9231.499,-5662.791,10310.38,-6696.546,205,-282,-311,,,2018-06-16 09:03:49.879
1.931733,256,2038,62,-2,-1,1,-9231.389,-5662.8,10310.425,-6696.62,,,,,,2018-06-16 09:03:49.899
1.951722,248,2046,42,-2,-1,1,-9231.4,-5662.633,10310.486,-6696.652,,,,,,2018-06-16 09:03:49.919
1.971711,258,2041,66,-1,-1,0,-9231.371,-5662.402,10310.516,-6696.841,,,,,,2018-06-16 09:03:49.939
1.9917,247,2050,61,-1,-1,2,-9231.175,-5662.321,10310.672,-6696.938,,,,,,2018-06-16 09:03:49.959
2.011689,255,2040,48,-2,-2,2,-9231.112,-5662.441,10310.652,-6696.956,210,-284,-308,,,2018-06-16 09:03:49.979
2.031678,252,2034,67,-3,-2,-1,-9230.976,-5662.438,10310.727,-6697.03,,,,,,2018-06-16 09:03:49.999
2.051667,249,2043,70,-1,-2,0,-9230.995,-5662.566,10310.635,-6697.038,,,,,,2018-06-16 09:03:50.019
2.071656,250,2046,53,0,-1,-3,-9231.001,-5662.518,10310.637,-6697.066,,,,,,2018-06-16 09:03:50.039
2.091645,258,2058,88,-1,-1,0,-9231.158,-5662.595,10310.482,-6697.024,,,,,,2018-06-16 09:03:50.059
2.111634,254,2057,76,0,1,-2,-9231.096,-5662.464,10310.642,-6696.973,205,-286,-318,,,2018-06-16 09:03:50.079
2.131592,248,2060,67,-3,-1,-1,-9231.051,-5662.572,10310.571,-6697.054,,,,,,2018-06-16 09:03:50.099
2.151581,272,2032,86,0,0,-1,-9231.06,-5662.612,10310.61,-6696.947,205,-286,-318,100064,28660,2018-06-16 09:03:50.119
2.17157,244,2032,59,-1,-2,-1,-9231.052,-5662.614,10310.57,-6697.017,,,,,,2018-06-16 09:03:50.139
2.191559,268,2050,41,0,0,0,-9230.987,-5662.706,10310.549,-6697.063,,,,,,2018-06-16 09:03:50.159
2.211548,253,2052,42,-1,-1,0,-9230.926,-5662.672,10310.514,-6697.229,206,-292,-326,,,2018-06-16 09:03:50.179
2.231598,255,2045,76,-1,-1,1,-9230.833,-5662.676,10310.475,-6697.413,,,,,,2018-06-16 09:03:50.199
2.251526,251,2038,41,0,2,1,-9230.778,-5662.67,10310.437,-6697.553,,,,,,2018-06-16 09:03:50.219
2.271515,261,2045,37,-1,-1,2,-9230.791,-5662.659,10310.407,-6697.591,,,,,,2018-06-16 09:03:50.239
2.291504,248,2045,81,-1,1,0,-9230.796,-5662.615,10310.376,-6697.669,,,,,,2018-06-16 09:03:50.259
2.311493,250,2047,79,-1,-1,0,-9230.528,-5662.549,10310.556,-6697.816,193,-291,-322,,,2018-06-16 09:03:50.278
2.331452,250,2045,81,-3,-2,1,-9230.426,-5662.607,10310.668,-6697.735,,,,,,2018-06-16 09:03:50.298
2.351441,261,2055,48,-1,1,0,-9230.415,-5662.678,10310.56,-6697.857,,,,,,2018-06-16 09:03:50.318
2.37143,269,2064,75,-1,-1,2,-9230.468,-5662.638,10310.556,-6697.824,,,,,,2018-06-16 09:03:50.338
2.391419,236,2042,49,0,0,0,-9230.654,-5662.583,10310.536,-6697.646,,,,,,2018-06-16 09:03:50.358
2.411408,255,2040,60,1,-1,-2,-9230.662,-5662.614,10310.577,-6697.546,205,-277,-315,,,2018-06-16 09:03:50.378
2.431397,250,2038,77,-1,-1,1,-9230.578,-5662.714,10310.661,-6697.446,,,,,,2018-06-16 09:03:50.398
2.451386,254,2035,72,-4,-1,1,-9230.491,-5662.639,10310.816,-6697.391,,,,,,2018-06-16 09:03:50.418
2.471375,256,2052,65,-2,-1,1,-9230.421,-5662.581,10310.824,-6697.524,,,,,,2018-06-16 09:03:50.438
2.491364,255,2038,77,0,0,0,-9230.294,-5662.704,10310.765,-6697.687,,,,,,2018-06-16 09:03:50.458
2.511353,246,2035,82,-1,-1,0,-9230.115,-5662.743,10310.81,-6697.831,199,-283,-321,,,2018-06-16 09:03:50.478
2.531342,259,2060,57,0,0,0,-9230.291,-5662.602,10310.692,-6697.889,,,,,,2018-06-16 09:03:50.498
2.551331,256,2042,56,0,-1,-1,-9230.294,-5662.513,10310.701,-6697.945,,,,,,2018-06-16 09:03:50.518
2.57132,252,2049,62,1,0,1,-9230.245,-5662.54,10310.656,-6698.06,,,,,,2018-06-16 09:03:50.538
2.591279,251,2062,84,-1,0,1,-9230.065,-5662.605,10310.574,-6698.38,,,,,,2018-06-16 09:03:50.558
2.611268,257,2062,65,-1,0,1,-9229.888,-5662.728,10310.617,-6698.453,209,-283,-314,,,2018-06-16 09:03:50.578
2.631257,244,2054,50,-2,-1,0,-9229.775,-5662.73,10310.697,-6698.484,,,,,,2018-06-16 09:03:50.598
2.651246,253,2033,48,-1,-1,1,-9229.878,-5662.519,10310.676,-6698.554,209,-283,-314,100063,28660,2018-06-16 09:03:50.618
2.671235,259,2069,87,0,0,-1,-9229.871,-5662.344,10310.667,-6698.724,,,,,,2018-06-16 09:03:50.638
2.691224,252,2039,71,-2,-1,0,-9229.721,-5662.426,10310.697,-6698.816,,,,,,2018-06-16 09:03:50.658
2.711213,264,2056,35,-1,0,-2,-9229.833,-5662.557,10310.601,-6698.699,198,-289,-320,,,2018-06-16 09:03:50.678
2.731171,270,2044,65,-2,-1,-1,-9230.038,-5662.562,10310.496,-6698.574,,,,,,2018-06-16 09:03:50.698
2.751191,254,2046,62,-2,-2,-4,-9230.044,-5662.404,10310.471,-6698.738,,,,,,2018-06-16 09:03:50.718
2.771149,255,2055,78,-1,-1,-1,-9230.123,-5662.42,10310.356,-6698.792,,,,,,2018-06-16 09:03:50.738
2.791138,247,2047,85,-3,-1,-1,-9230.126,-5662.526,10310.353,-6698.703,,,,,,2018-06-16 09:03:50.758
2.811127,255,2058,86,-1,-2,-3,-9230.148,-5662.383,10310.415,-6698.696,202,-283,-312,,,2018-06-16 09:03:50.778
2.831116,251,2037,58,-2,-1,-1,-9230.089,-5662.407,10310.395,-6698.789,,,,,,2018-06-16 09:03:50.798
2.851136,270,2043,66,-1,-1,0,-9230.106,-5662.555,10310.223,-6698.907,,,,,,2018-06-16 09:03:50.818
2.871094,255,2031,66,2,2,-2,-9230.062,-5662.561,10310.258,-6698.907,,,,,,2018-06-16 09:03:50.838
2.891083,257,2050,72,0,0,-2,-9230.121,-5662.636,10310.098,-6699.008,,,,,,2018-06-16 09:03:50.858
2.911072,260,2047,49,1,0,-2,-9230.145,-5662.496,10310.197,-6698.942,209,-276,-316,,,2018-06-16 09:03:50.878
2.931061,248,2045,75,-2,-2,0,-9230.117,-5662.484,10310.211,-6698.969,,,,,,2018-06-16 09:03:50.898
2.95102,260,2046,63,1,1,-1,-9230.229,-5662.397,10310.2,-6698.907,,,,,,2018-06-16 09:03:50.918
2.971009,268,2041,81,-2,-3,-2,-9230.293,-5662.426,10310.259,-6698.703,,,,,,2018-06-16 09:03:50.938
2.990998,247,2059,55,-3,-2,-1,-9230.276,-5662.534,10310.211,-6698.707,,,,,,2018-06-16 09:03:50.958
3.010987,263,2045,72,-1,-1,-1,-9230.25,-5662.575,10310.159,-6698.787,211,-285,-319,,,2018-06-16 09:03:50.978
3.030976,250,2051,57,-2,-1,1,-9230.271,-5662.453,10310.22,-6698.77,,,,,,2018-06-16 09:03:50.998
3.050965,254,2050,78,-1,-1,-2,-9230.25,-5662.524,10310.201,-6698.767,,,,,,2018-06-16 09:03:51.018
3.070954,254,2038,95,-2,0,1,-9230.183,-5662.639,10310.193,-6698.775,,,,,,2018-06-16 09:03:51.038
3.091004,243,2035,43,-3,-1,-2,-9230.169,-5662.6,10310.389,-6698.525,,,,,,2018-06-16 09:03:51.058
3.110901,258,2057,81,-2,-2,0,-9230.269,-5662.733,10310.23,-6698.52,206,-290,-321,,,2018-06-16 09:03:51.078
3.13089,246,2028,61,1,0,-1,-9230.262,-5662.721,10310.259,-6698.494,,,,,,2018-06-16 09:03:51.098
3.150879,254,2049,87,-2,-2,-1,-9230.437,-5662.629,10310.251,-6698.344,206,-290,-321,100063,28660,2018-06-16 09:03:51.118
3.170868,249,2045,69,-1,-3,-1,-9230.465,-5662.8,10310.234,-6698.187,,,,,,2018-06-16 09:03:51.138
3.190857,246,2040,78,-1,-2,-1,-9230.443,-5662.902,10310.318,-6698.003,,,,,,2018-06-16 09:03:51.158
3.210846,262,2040,78,-3,-2,-1,-9230.47,-5663.069,10310.163,-6698.063,204,-280,-328,,,2018-06-16 09:03:51.178
3.230835,237,2037,42,-1,-1,-1,-9230.425,-5663.111,10310.194,-6698.041,,,,,,2018-06-16 09:03:51.198
3.250824,256,2047,79,-1,-1,0,-9230.468,-5663.232,10310.056,-6698.092,,,,,,2018-06-16 09:03:51.218
3.270813,238,2041,86,-1,-1,-1,-9230.442,-5663.157,10310.072,-6698.166,,,,,,2018-06-16 09:03:51.238
3.290802,249,2047,82,-1,-1,0,-9230.435,-5663.211,10310.073,-6698.128,,,,,,2018-06-16 09:03:51.258
3.310792,248,2044,29,-2,-1,-1,-9230.342,-5663.231,10310.09,-6698.215,204,-280,-328,,,2018-06-16 09:03:51.278
3.330781,262,2049,46,-2,-1,-1,-9230.463,-5663.32,10309.937,-6698.207,,,,,,2018-06-16 09:03:51.298
3.350739,258,2066,71,0,0,-1,-9230.51,-5663.378,10309.859,-6698.214,,,,,,2018-06-16 09:03:51.318
3.370728,243,2044,67,0,0,-1,-9230.559,-5663.362,10309.84,-6698.187,,,,,,2018-06-16 09:03:51.338
3.390748,245,2050,65,0,0,0,-9230.57,-5663.397,10309.796,-6698.211,,,,,,2018-06-16 09:03:51.358
3.410706,254,2051,58,0,0,-2,-9230.513,-5663.514,10309.85,-6698.108,200,-279,-318,,,2018-06-16 09:03:51.378
3.430695,253,2049,71,-2,-1,-1,-9230.638,-5663.623,10309.795,-6697.928,,,,,,2018-06-16 09:03:51.398
3.450745,270,2037,96,-2,-1,-3,-9230.556,-5663.792,10309.837,-6697.834,,,,,,2018-06-16 09:03:51.418
3.470673,253,2051,56,0,0,-2,-9230.639,-5663.876,10309.764,-6697.76,,,,,,2018-06-16 09:03:51.438
3.490662,234,2037,55,-1,-1,-1,-9230.714,-5663.832,10309.784,-6697.664,,,,,,2018-06-16 09:03:51.458
3.510651,247,2044,58,-2,-3,1,-9230.823,-5663.841,10309.676,-6697.673,206,-280,-307,,,2018-06-16 09:03:51.478
3.53064,245,2042,58,-1,-1,-1,-9230.908,-5663.856,10309.621,-6697.628,,,,,,2018-06-16 09:03:51.498
3.550629,260,2053,53,-1,-1,-2,-9231,-5663.904,10309.469,-6697.694,,,,,,2018-06-16 09:03:51.518
3.570588,277,2048,65,0,0,0,-9231.125,-5663.808,10309.437,-6697.652,,,,,,2018-06-16 09:03:51.538
3.590577,260,2032,82,-1,-2,-1,-9231.166,-5663.79,10309.426,-6697.627,,,,,,2018-06-16 09:03:51.558
3.610566,258,2045,79,-1,-1,-2,-9231.314,-5663.914,10309.258,-6697.579,204,-276,-316,,,2018-06-16 09:03:51.578
3.630555,248,2043,65,-1,-1,0,-9231.353,-5663.985,10309.188,-6697.572,,,,,,2018-06-16 09:03:51.598
3.650544,244,2040,82,0,0,-2,-9231.369,-5663.952,10309.36,-6697.312,204,-276,-316,100064,28660,2018-06-16 09:03:51.618
3.670533,259,2053,67,-2,-3,-1,-9231.317,-5664.147,10309.416,-6697.132,,,,,,2018-06-16 09:03:51.638
3.690522,266,2047,70,-1,-1,-2,-9231.338,-5664.097,10309.454,-6697.088,,,,,,2018-06-16 09:03:51.658
3.710511,263,2059,55,-1,-2,-1,-9231.348,-5664.296,10309.245,-6697.228,200,-277,-331,,,2018-06-16 09:03:51.678
3.730469,245,2063,68,0,0,0,-9231.366,-5664.402,10309.19,-6697.199,,,,,,2018-06-16 09:03:51.697
3.750458,272,2039,80,-2,-1,0,-9231.288,-5664.535,10309.194,-6697.186,,,,,,2018-06-16 09:03:51.717
3.770478,255,2051,35,-1,-1,-2,-9231.102,-5664.524,10309.321,-6697.256,,,,,,2018-06-16 09:03:51.737
3.790436,252,2043,61,-3,-1,-1,-9231.167,-5664.65,10309.254,-6697.165,,,,,,2018-06-16 09:03:51.757
3.810425,241,2053,96,-1,-1,-2,-9231.191,-5664.739,10309.161,-6697.199,206,-283,-316,,,2018-06-16 09:03:51.777
3.830414,240,2030,33,-1,-1,-2,-9231.251,-5664.735,10309.164,-6697.114,,,,,,2018-06-16 09:03:51.797
3.850403,241,2052,57,-1,-3,-2,-9231.265,-5664.782,10309.245,-6696.93,,,,,,2018-06-16 09:03:51.817
3.870392,262,2055,39,-3,-1,0,-9231.358,-5664.829,10309.15,-6696.909,,,,,,2018-06-16 09:03:51.837
3.890381,270,2054,74,-2,-2,-2,-9231.541,-5664.771,10309.033,-6696.886,,,,,,2018-06-16 09:03:51.857
3.91037,245,2051,41,-2,-1,0,-9231.567,-5664.695,10309.001,-6696.964,198,-279,-322,,,2018-06-16 09:03:51.877
3.930359,246,2037,55,-1,-1,-1,-9231.734,-5664.685,10308.929,-6696.853,,,,,,2018-06-16 09:03:51.897
3.950348,258,2047,50,-2,-2,-2,-9231.746,-5664.805,10308.817,-6696.908,,,,,,2018-06-16 09:03:51.917
3.970307,258,2059,71,-1,0,-2,-9231.662,-5664.797,10308.846,-6696.985,,,,,,2018-06-16 09:03:51.937
3.990296,257,2045,105,-2,-1,-2,-9231.75,-5664.893,10308.792,-6696.866,,,,,,2018-06-16 09:03:51.957
4.010285,248,2062,35,-1,-1,0,-9231.749,-5664.843,10308.76,-6696.958,207,-279,-320,,,2018-06-16 09:03:51.977
4.030274,244,2056,85,0,0,0,-9231.744,-5664.648,10308.876,-6696.951,,,,,,2018-06-16 09:03:51.997
4.050263,264,2051,89,0,0,0,-9231.758,-5664.575,10308.989,-6696.82,,,,,,2018-06-16 09:03:52.017
4.070252,261,2058,52,-1,-3,-2,-9231.692,-5664.53,10309.2,-6696.624,,,,,,2018-06-16 09:03:52.037
4.090302,253,2033,78,-4,-1,-2,-9231.624,-5664.701,10309.287,-6696.441,,,,,,2018-06-16 09:03:52.057
4.11023,263,2052,53,-2,-3,-2,-9231.629,-5664.818,10309.19,-6696.484,,,,,,2018-06-16 09:03:52.077
4.130219,262,2035,58,-1,-1,0,-9231.638,-5664.912,10309.112,-6696.511,202,-280,-319,,,2018-06-16 09:03:52.097
4.150208,247,2051,67,-1,-1,-2,-9231.491,-5665.136,10309.211,-6696.372,202,-280,-319,100064,28650,2018-06-16 09:03:52.117
4.170167,253,2059,70,-2,-1,0,-9231.46,-5665.156,10309.1,-6696.568,,,,,,2018-06-16 09:03:52.137
4.190186,255,2047,85,-1,-1,-1,-9231.337,-5665.037,10309.107,-6696.828,,,,,,2018-06-16 09:03:52.157
