;Title, http://www.gcdataconcepts.com, HAM-IMU+alt, MPU9250 BMP280,,,,,,,,,,,,,
;Version,1379, Build date, Jan 12 2018,  SN:CCDC50029F4C138,,,,,,,,,,,,
;Start_time, 2018-03-01, 20:47:55.209,2018-03-01 20:47:55.209,,,,,,,,,,,,,
;Temperature,-999, deg C,  Vbat,3878, mv,,,,,,,,,,,
;MPU SR,200,Hz,  Accel sens,2048,counts/g, Gyro sens,16,counts/dps,  Mag SR,10,Hz,  Mag sens,1666,counts/mT,,
;BMP280 SI,0.5,s ,,,,,,,,,,,,,,
;Deadband,0, counts,,,,,,,,,,,,,,
;DeadbandTimeout,5,sec,,,,,,,,,,,,,,
;Time, Ax, Ay, Az, Gx, Gy, Gz, Qw, Qx, Qy, Qz, Mx, My, Mz, P, T,Date Time
9.005463,4,2060,-198,-1,-80,3,10194.342,4321.006,-7817.384,9204.794,,,,,,2018-03-01 20:48:04.214
9.025422,-13,2077,-161,-57,-76,0,10188.341,4327.556,-7837.933,9190.875,,,,,,2018-03-01 20:48:04.234
9.045411,-9,2067,-154,-136,-72,1,10179.878,4336.763,-7861.424,9175.838,123,-221,-330,,,2018-03-01 20:48:04.254
9.0654,6,2060,-137,-88,-73,2,10179.524,4336.423,-7874.319,9165.328,,,,,,2018-03-01 20:48:04.274
9.085389,-9,2062,-168,-6,-74,1,10178.062,4337.57,-7888.734,9154.007,,,,,,2018-03-01 20:48:04.294
9.105378,-5,2080,-138,-108,-74,0,10162.545,4354.413,-7921.092,9135.288,,,,,,2018-03-01 20:48:04.314
9.145356,13,2082,-148,-232,-75,4,10151.967,4364.765,-7947.465,9119.189,,,,,,2018-03-01 20:48:04.354
9.145722,6,2060,-163,-87,-82,6,10156.304,4358.232,-7956.438,9109.655,,,,,,2018-03-01 20:48:04.355
9.165314,-18,2061,-154,46,-85,1,10161.441,4350.881,-7963.478,9101.285,138,-224,-322,,,2018-03-01 20:48:04.374
9.185334,-1,2081,-165,27,-80,5,10167.219,4342.563,-7970.257,9092.867,,,,,,2018-03-01 20:48:04.394
9.205323,5,2055,-159,43,-81,3,10174.042,4333.186,-7975.024,9085.526,,,,,,2018-03-01 20:48:04.414
9.225312,6,2062,-179,60,-81,2,10181.613,4323.687,-7978.53,9078.49,,,,,,2018-03-01 20:48:04.434
9.24527,-12,2066,-176,23,-77,0,10182.795,4320.779,-7989.862,9068.576,138,-210,-327,,,2018-03-01 20:48:04.454
9.265259,21,2074,-151,-14,-82,4,10193.786,4304.743,-7994.855,9059.45,,,,,,2018-03-01 20:48:04.474
9.285248,5,2056,-186,127,-155,2,10207.672,4286.058,-7996.907,9050.859,,,,,,2018-03-01 20:48:04.494
9.305237,-8,2066,-185,70,-89,-4,10209.321,4284.061,-8008.046,9040.088,,,,,,2018-03-01 20:48:04.514
9.325287,-8,2085,-167,-66,-76,-3,10202.513,4291.136,-8029.273,9025.58,,,,,,2018-03-01 20:48:04.534
9.345215,-14,2064,-161,-109,-75,2,10202.132,4290.482,-8042.154,9014.847,,,,,,2018-03-01 20:48:04.554
9.365204,1,2060,-169,24,-75,2,10209.322,4281.728,-8045.332,9008.029,150,-207,-336,99968,28300,2018-03-01 20:48:04.574
9.385193,-3,2068,-194,30,-72,0,10213.929,4275.922,-8051.628,8999.936,,,,,,2018-03-01 20:48:04.594
9.405152,9,2064,-190,12,-71,1,10217.724,4270.887,-8059.086,8991.34,,,,,,2018-03-01 20:48:04.614
9.425171,-15,2071,-187,35,-73,1,10223.517,4263.942,-8063.992,8983.65,,,,,,2018-03-01 20:48:04.634
9.44513,-2,2056,-166,23,-72,0,10221.987,4265.263,-8078.01,8972.162,,,,,,2018-03-01 20:48:04.654
9.46518,-9,2076,-160,-77,-72,0,10216.597,4270.068,-8096.603,8959.247,160,-212,-338,,,2018-03-01 20:48:04.674
9.485108,10,2058,-194,-69,-74,3,10219.301,4265.879,-8104.944,8950.613,,,,,,2018-03-01 20:48:04.694
9.505097,-7,2068,-148,25,-72,3,10221.974,4262.317,-8113.567,8941.44,,,,,,2018-03-01 20:48:04.714
9.525086,1,2084,-152,-22,-72,0,10219.722,4263.439,-8128.058,8930.312,,,,,,2018-03-01 20:48:04.734
9.545075,-12,2073,-154,-52,-72,6,10227.602,4253.005,-8129.668,8924.799,,,,,,2018-03-01 20:48:04.754
9.565033,-7,2078,-198,125,-71,6,10244.812,4232.903,-8119.764,8923.633,163,-216,-337,,,2018-03-01 20:48:04.774
9.585053,9,2059,-218,178,-72,2,10257.156,4218.19,-8116.19,8919.669,,,,,,2018-03-01 20:48:04.794
9.605011,5,2056,-171,45,-73,1,10254.707,4219.83,-8131.018,8908.197,,,,,,2018-03-01 20:48:04.814
9.625,1,2069,-218,-96,-72,4,10253.68,4218.946,-8143.996,8897.938,,,,,,2018-03-01 20:48:04.834
9.644989,8,2068,-204,-18,-74,6,10254.578,4216.456,-8154.574,8888.39,,,,,,2018-03-01 20:48:04.854
9.664978,9,2095,-161,-22,-73,3,10246.986,4223.983,-8176.048,8873.832,188,-229,-327,,,2018-03-01 20:48:04.874
9.684967,-6,2067,-193,-161,-73,0,10240.33,4230.013,-8196.384,8859.873,,,,,,2018-03-01 20:48:04.894
9.704956,5,2067,-174,-86,-74,3,10235.567,4234.546,-8214.425,8846.493,,,,,,2018-03-01 20:48:04.914
9.724945,-5,2085,-160,-98,-75,-3,10230.344,4239.058,-8232.821,8833.263,,,,,,2018-03-01 20:48:04.934
9.744934,-8,2083,-158,-70,-74,5,10233.64,4233.373,-8240.101,8825.379,,,,,,2018-03-01 20:48:04.954
9.764893,-5,2069,-199,76,-72,8,10251.834,4211.732,-8228.427,8825.509,215,-255,-315,,,2018-03-01 20:48:04.974
9.784882,23,2077,-203,224,-70,6,10271.571,4188.822,-8215.048,8825.929,,,,,,2018-03-01 20:48:04.994
9.804901,-11,2061,-222,151,-70,3,10276.928,4181.573,-8220.01,8818.507,,,,,,2018-03-01 20:48:05.014
9.824891,3,2074,-224,-50,-76,4,10270.531,4186.806,-8239.791,8805.005,,,,,,2018-03-01 20:48:05.034
9.84488,6,2087,-197,-113,-73,4,10265.648,4190.453,-8257.661,8792.214,,,,,,2018-03-01 20:48:05.054
9.864869,11,2060,-203,-27,-74,5,10268.603,4186.115,-8265.427,8783.529,259,-285,-280,99965,28310,2018-03-01 20:48:05.074
9.884858,-16,2061,-215,16,-71,3,10269.292,4183.919,-8276.162,8773.656,,,,,,2018-03-01 20:48:05.094
9.904847,-13,2081,-208,-46,-73,3,10263.46,4188.912,-8294.785,8760.501,,,,,,2018-03-01 20:48:05.114
9.924836,-10,2077,-170,-132,-72,2,10256.043,4195.338,-8315.593,8746.374,,,,,,2018-03-01 20:48:05.134
9.944794,-8,2050,-176,-94,-74,4,10257.153,4192.826,-8325.723,8736.635,,,,,,2018-03-01 20:48:05.154
9.964783,-15,2067,-179,11,-71,2,10259.163,4189.97,-8334.87,8726.918,325,-337,-235,,,2018-03-01 20:48:05.174
9.984772,17,2081,-181,-30,-72,1,10258.459,4189.735,-8347.496,8715.783,,,,,,2018-03-01 20:48:05.194
10.004761,-2,2063,-190,-16,-73,2,10261.449,4185.096,-8355.098,8707.205,,,,,,2018-03-01 20:48:05.214
10.02475,1,2081,-208,1,-71,4,10264.03,4180.552,-8363.029,8698.726,,,,,,2018-03-01 20:48:05.234
10.044739,6,2071,-203,-1,-71,6,10264.229,4179.012,-8373.921,8688.748,,,,,,2018-03-01 20:48:05.254
10.064728,-17,2055,-193,-39,-72,2,10261.316,4180.76,-8388.857,8676.932,351,-363,-175,,,2018-03-01 20:48:05.274
10.084687,0,2077,-184,-62,-72,3,10261.016,4179.759,-8400.719,8666.285,,,,,,2018-03-01 20:48:05.294
10.104706,-2,2075,-179,-24,-72,1,10261.697,4177.43,-8411.241,8656.39,,,,,,2018-03-01 20:48:05.314
10.124665,-6,2077,-196,-20,-73,5,10262.394,4175.057,-8421.514,8646.715,,,,,,2018-03-01 20:48:05.334
10.144654,-13,2068,-188,-17,-71,4,10265.229,4171.047,-8429.341,8637.654,,,,,,2018-03-01 20:48:05.354
10.164673,4,2069,-227,-3,-72,0,10263.905,4171.541,-8442.482,8626.147,308,-372,-117,,,2018-03-01 20:48:05.374
10.184632,-1,2081,-194,-75,-73,0,10258.276,4175.795,-8460.68,8612.946,,,,,,2018-03-01 20:48:05.394
10.204621,-8,2064,-169,-98,-73,6,10251.736,4180.652,-8479.842,8599.521,,,,,,2018-03-01 20:48:05.414
10.22464,-1,2075,-196,-100,-73,3,10248.226,4182.558,-8495.474,8587.341,,,,,,2018-03-01 20:48:05.434
10.244599,19,2075,-168,-38,-74,5,10250.001,4179.266,-8504.638,8577.748,,,,,,2018-03-01 20:48:05.454
10.264588,-16,2061,-161,4,-73,2,10251.511,4176.521,-8514.184,8567.805,283,-409,-38,,,2018-03-01 20:48:05.474
10.284577,7,2072,-161,-32,-74,0,10247.162,4179.786,-8530.857,8554.821,,,,,,2018-03-01 20:48:05.494
10.304535,-7,2052,-189,-108,-75,1,10239.616,4185.971,-8551.483,8540.227,,,,,,2018-03-01 20:48:05.514
10.324524,11,2064,-155,-104,-75,3,10235.608,4188.111,-8567.856,8527.563,,,,,,2018-03-01 20:48:05.534
10.344513,-17,2065,-155,-53,-76,3,10234.971,4187.086,-8580.292,8516.319,,,,,,2018-03-01 20:48:05.554
10.364502,-11,2073,-150,-22,-76,2,10237.44,4182.803,-8588.753,8506.923,255,-470,65,99963,28300,2018-03-01 20:48:05.574
10.384491,6,2076,-196,1,-74,5,10240.713,4177.755,-8595.916,8498.224,,,,,,2018-03-01 20:48:05.593
10.40448,-11,2067,-179,2,-72,4,10241.956,4174.998,-8605.951,8487.919,,,,,,2018-03-01 20:48:05.613
10.424469,-13,2068,-147,-27,-75,0,10242.735,4172.595,-8616.454,8477.498,,,,,,2018-03-01 20:48:05.633
10.444458,-4,2064,-181,-12,-75,5,10245.586,4167.765,-8624.439,8468.304,,,,,,2018-03-01 20:48:05.653
10.464417,2,2055,-175,7,-75,5,10248.096,4163.63,-8632.879,8458.697,247,-639,287,,,2018-03-01 20:48:05.673
10.484436,-6,2065,-178,-14,-73,3,10249.085,4160.652,-8643.149,8448.469,,,,,,2018-03-01 20:48:05.693
10.504425,-2,2070,-157,-31,-78,4,10246.768,4161.095,-8657.495,8436.364,,,,,,2018-03-01 20:48:05.713
10.524414,6,2096,-181,-75,-78,3,10244.048,4161.636,-8672.287,8424.199,,,,,,2018-03-01 20:48:05.733
10.544373,-3,2081,-131,-36,-78,4,10245.447,4157.96,-8682.495,8413.791,,,,,,2018-03-01 20:48:05.753
10.564362,-4,2066,-176,-4,-80,2,10250.25,4150.861,-8689.468,8404.243,273,-1210,983,,,2018-03-01 20:48:05.773
10.584351,1,2074,-189,14,-84,2,10253.462,4146.131,-8697.736,8394.1,,,,,,2018-03-01 20:48:05.793
10.60434,8,2058,-156,-14,-77,0,10250.657,4147.463,-8712.527,8381.52,,,,,,2018-03-01 20:48:05.813
10.624329,-7,2068,-166,-105,-77,0,10242.964,4152.373,-8733.483,8366.671,,,,,,2018-03-01 20:48:05.833
10.644318,39,2058,-125,-122,-84,6,10256.921,4126.796,-8750.716,8344.191,,,,,,2018-03-01 20:48:05.853
10.664276,29,2071,-158,191,-384,-6,10269.459,4105.747,-8762.349,8326.927,388,-2202,1882,,,2018-03-01 20:48:05.873
10.684357,11,2071,-179,36,-161,1,10274.874,4096.604,-8772.474,8314.079,,,,,,2018-03-01 20:48:05.893
10.704255,1,2055,-161,-19,-84,-2,10275.679,4094.31,-8783.127,8302.96,,,,,,2018-03-01 20:48:05.913
10.724244,-3,2071,-166,-32,-75,0,10275.639,4092.438,-8794.11,8292.3,,,,,,2018-03-01 20:48:05.933
10.744233,2,2078,-169,-14,-73,4,10280.477,4085.683,-8799.263,8284.164,,,,,,2018-03-01 20:48:05.953
10.764222,0,2071,-170,36,-74,3,10285.636,4078.397,-8804.051,8276.261,915,-4786,3838,,,2018-03-01 20:48:05.973
10.784211,6,2083,-183,22,-75,5,10287.863,4074.013,-8812.732,8266.407,,,,,,2018-03-01 20:48:05.993
10.804169,-2,2065,-196,-25,-77,3,10286.338,4073.547,-8825.646,8254.747,,,,,,2018-03-01 20:48:06.013
10.824158,-13,2073,-167,-62,-76,3,10282.573,4075.181,-8840.847,8242.356,,,,,,2018-03-01 20:48:06.033
10.844147,-2,2098,-155,-68,-72,5,10282.329,4073.279,-8851.793,8231.846,,,,,,2018-03-01 20:48:06.053
10.864136,-13,2045,-174,-13,-73,3,10284.165,4069.792,-8860.373,8222.04,1174,-8710,5595,99965,28310,2018-03-01 20:48:06.073
10.884125,-12,2073,-218,-16,-73,1,10284.233,4068.095,-8871.092,8211.23,,,,,,2018-03-01 20:48:06.093
10.904084,-5,2072,-165,-26,-73,1,10285.009,4065.395,-8880.674,8201.232,,,,,,2018-03-01 20:48:06.113
10.924073,13,2065,-179,-28,-72,5,10285.384,4062.951,-8890.785,8191.012,,,,,,2018-03-01 20:48:06.133
10.944062,18,2078,-171,-38,-73,4,10286.262,4060.449,-8900.671,8180.406,,,,,,2018-03-01 20:48:06.153
10.964051,6,2062,-186,-61,-73,4,10288.205,4056.912,-8909.376,8170.236,944,-7999,1976,,,2018-03-01 20:48:06.173
10.98404,15,2076,-161,7,-73,0,10290.914,4052.426,-8916.916,8160.82,,,,,,2018-03-01 20:48:06.193
11.004029,-2,2084,-163,-18,-73,3,10290.606,4050.9,-8927.743,8150.121,,,,,,2018-03-01 20:48:06.213
11.024018,3,2079,-164,-43,-72,3,10289.378,4049.915,-8939.695,8139.052,,,,,,2018-03-01 20:48:06.233
11.044007,-29,2083,-217,-34,-74,4,10289.804,4047.624,-8950.042,8128.274,,,,,,2018-03-01 20:48:06.253
11.063996,-5,2061,-159,-27,-76,1,10289.928,4045.547,-8960.634,8117.473,1320,-7536,-1436,,,2018-03-01 20:48:06.273
11.083985,-5,2086,-179,-29,-75,3,10292.005,4041.434,-8968.897,8107.759,,,,,,2018-03-01 20:48:06.293
11.103943,-12,2070,-188,5,-74,5,10296.307,4035.419,-8974.879,8098.669,,,,,,2018-03-01 20:48:06.313
11.123932,-7,2071,-165,10,-76,3,10297.982,4031.882,-8983.759,8088.447,,,,,,2018-03-01 20:48:06.333
11.143921,-3,2062,-179,-33,-75,3,10297.578,4030.428,-8995.071,8077.107,,,,,,2018-03-01 20:48:06.353
11.16391,-9,2062,-178,-39,-75,1,10299.096,4027.118,-9003.866,8067.018,1073,-7743,-2401,,,2018-03-01 20:48:06.373
11.183899,1,2069,-204,4,-72,4,10304.469,4020.117,-9008.268,8058.729,,,,,,2018-03-01 20:48:06.393
11.203888,10,2072,-199,28,-73,4,10309.638,4013.481,-9012.997,8050.133,,,,,,2018-03-01 20:48:06.413
11.223877,-9,2073,-203,8,-73,2,10311.644,4009.617,-9021.206,8040.289,,,,,,2018-03-01 20:48:06.433
11.243836,-4,2078,-170,-19,-74,-2,10311.555,4008.067,-9031.613,8029.484,,,,,,2018-03-01 20:48:06.453
11.263825,-1,2052,-190,-34,-70,1,10313.295,4004.422,-9040.067,8019.549,987,-7219,-2350,,,2018-03-01 20:48:06.473
11.283814,-7,2165,-194,-8,-75,2,10314.697,4000.954,-9048.879,8009.532,,,,,,2018-03-01 20:48:06.493
11.303803,-31,2126,-177,-20,-74,4,10370.509,3927.697,-9046.034,7976.868,,,,,,2018-03-01 20:48:06.513
11.323792,68,2055,-197,239,-309,3,10384.252,3904.909,-9056.203,7958.619,,,,,,2018-03-01 20:48:06.533
11.343781,-18,2070,-206,-32,-124,0,10381.739,3905.063,-9070.765,7945.227,,,,,,2018-03-01 20:48:06.553
11.36377,-8,2070,-181,-62,-74,-3,10381.038,3903.767,-9082.06,7933.868,980,-7193,-2366,99963,28310,2018-03-01 20:48:06.573
11.383759,3,2073,-184,-37,-75,1,10386.375,3896.658,-9085.999,7925.864,,,,,,2018-03-01 20:48:06.593
11.403748,3,2078,-222,96,-71,7,10411.027,3871.777,-9067.557,7926.834,,,,,,2018-03-01 20:48:06.613
11.423737,-4,2041,-233,281,-74,11,10434.664,3847.312,-9050.509,7927.149,,,,,,2018-03-01 20:48:06.633
11.443695,-4,2057,-252,153,-75,8,10439.825,3840.687,-9054.704,7918.772,,,,,,2018-03-01 20:48:06.653
; 11 stopping logging: shutdown: switched off,,,,,,,,,,,,,,,,
