;Title, http://www.gcdataconcepts.com, HAM-IMU, MPU-9250,,,,,,,,,,,,
;Version,1191, Build date, Nov 15 2016,  SN:CCDC30161C28AA2,,,,,,,,,,,
4.300965,562,2595,-2012,700,514,143,5981.831,7128.727,-2785.463,13193.77,,,,,2018-06-16 11:44:55.583
4.320893,-352,1467,431,535,1482,468,5779.208,7167.98,-2593.105,13301.581,,,,,2018-06-16 11:44:55.603
4.340882,579,589,3743,278,1580,749,5575.42,7167.191,-2464.774,13412.919,,,,,2018-06-16 11:44:55.623
4.360871,18,2837,-4606,301,914,878,5418.276,7146.847,-2459.424,13488.941,,,,,2018-06-16 11:44:55.643
4.380829,-492,2616,-4048,227,152,863,5348.296,7043.805,-2538.924,13556.173,297,189,78,,2018-06-16 11:44:55.663
4.400818,-1720,2764,-4167,480,-605,675,5321.239,6884.067,-2586.634,13639.603,,,,,2018-06-16 11:44:55.683
4.420838,-1142,1353,-1602,1168,907,298,5245.62,6683.933,-2450.795,13792.663,,,,,2018-06-16 11:44:55.703
4.440796,-1159,1429,-1589,2303,416,22,5565.017,6406.742,-2484.621,13792.981,,,,,2018-06-16 11:44:55.723
4.460816,1893,976,-1995,1376,-1441,-1432,5773.866,6081.523,-2436.834,13862.713,,,,,2018-06-16 11:44:55.743
4.480774,-1249,2120,-4424,2123,-329,-313,5827.897,5746.598,-2307.345,14004.421,266,155,40,,2018-06-16 11:44:55.763
4.500763,492,1036,-2841,2243,-132,-27,5964.101,5374.333,-2188.361,14113.559,,,,,2018-06-16 11:44:55.783
4.520752,469,2648,-6693,2324,-409,-530,5945.719,4992.425,-2003.564,14287.941,,,,,2018-06-16 11:44:55.803
4.540985,628,1,1394,2559,686,872,5828.489,4687.545,-1801.076,14465.379,,,,,2018-06-16 11:44:55.823
4.56073,-868,989,-1577,1799,558,624,5752.043,4491.612,-1690.51,14571.103,266,155,40,35210,2018-06-16 11:44:55.843
4.58075,2260,-67,2567,1120,312,596,5630.407,4391.241,-1608.405,14658.24,196,354,-242,,2018-06-16 11:44:55.863
4.600708,783,2264,-5789,427,608,957,5368.507,4366.476,-1524.804,14772.387,,,,,2018-06-16 11:44:55.883
4.620697,-103,1593,-3572,260,1034,1746,4910.288,4406.821,-1399.412,14931.379,,,,,2018-06-16 11:44:55.903
4.640686,467,2024,-3439,-114,1669,2671,4402.45,4552.276,-1283.53,15056.002,,,,,2018-06-16 11:44:55.923
4.660675,-274,2270,-3211,-863,1732,2630,3828.356,4821.375,-1150.132,15139.705,,,,,2018-06-16 11:44:55.943
4.680695,-920,2266,-3666,-1619,2145,2999,3163.06,5248.66,-914.05,15167.286,440,158,-70,,2018-06-16 11:44:55.963
4.700653,-198,1066,1603,-2361,3562,2891,2464.863,5814.696,-430.422,15111.714,,,,,2018-06-16 11:44:55.983
4.720703,-444,413,6590,-3045,4787,2431,1916.339,6380.29,-155.819,14967.655,,,,,2018-06-16 11:44:56.003
4.740662,-2200,3453,-11945,-3163,1277,1863,1741.4,6975.114,-207.558,14720.994,,,,,2018-06-16 11:44:56.023
4.76062,413,1561,159,-3797,131,240,1785.309,7546.027,-222.65,14431.078,,,,,2018-06-16 11:44:56.043
4.780609,-434,2505,346,-3574,85,-552,1764.228,7942.308,-248.406,14219.035,346,71,5,,2018-06-16 11:44:56.063
4.800598,-1136,1675,1544,-2001,667,468,1623.387,8167.447,-194.445,14108.687,,,,,2018-06-16 11:44:56.083
4.820587,386,2633,-670,-846,1237,28,1560.786,8308.114,43.257,14034.698,,,,,2018-06-16 11:44:56.103
4.840576,401,2501,-914,-915,1695,-446,1433.382,8441.581,112.208,13968.105,,,,,2018-06-16 11:44:56.123
4.860565,308,2286,-90,-679,-90,1025,1290.531,8476.867,-296.434,13957.966,,,,,2018-06-16 11:44:56.143
4.880555,45,2314,-378,-582,-2021,2313,1036.926,8609.247,-828.737,13876.392,289,169,90,,2018-06-16 11:44:56.163
4.900544,-82,2102,-148,-1229,-1484,2907,650.787,8749.332,-1156.732,13788.512,,,,,2018-06-16 11:44:56.183
4.920533,-180,1881,-111,-1158,376,2636,159.639,8928.664,-1158.032,13687.508,,,,,2018-06-16 11:44:56.203
4.940522,-60,2261,-438,-1412,1867,2190,-324.213,9191.052,-1002.024,13522.235,,,,,2018-06-16 11:44:56.223
4.960511,-128,2466,-594,-2517,2305,1158,-614.457,9538.141,-952.512,13273.073,,,,,2018-06-16 11:44:56.243
4.9805,770,3288,-1980,-2342,81,1208,32.272,10396.14,-2020.778,12500.831,286,222,163,,2018-06-16 11:44:56.262
5.000489,691,2263,-438,-3966,-12913,523,991.209,10549.345,-3407.171,12023.12,,,,,2018-06-16 11:44:56.282
5.020478,612,2404,-254,-1247,-5073,1034,453.757,10544.544,-2995.554,12168.349,,,,,2018-06-16 11:44:56.302
5.040467,-382,2553,-726,-70,8757,488,-931.431,10422.208,-1723.802,12488.948,,,,,2018-06-16 11:44:56.322
5.060456,-211,2171,293,753,10478,1978,-1953.561,10238.384,-1047.322,12597.525,286,222,163,35179,2018-06-16 11:44:56.342
5.080445,-367,2267,-734,-398,4355,2269,-2314.728,10470.436,-1190.936,12330.008,364,249,196,,2018-06-16 11:44:56.362
5.100434,-80,1921,-335,-2422,-1837,2109,-2115.764,10799.387,-1777.151,12007.245,,,,,2018-06-16 11:44:56.382
5.120423,169,1707,-459,-1696,-3976,1026,-1943.863,11006.105,-2090.765,11796.236,,,,,2018-06-16 11:44:56.402
5.140412,-6,1783,-364,-1055,-920,289,-2095.38,11040.684,-1986.492,11755.933,,,,,2018-06-16 11:44:56.422
5.160401,-277,1899,-253,-196,1744,268,-2314.212,11007.713,-1759.001,11782.021,,,,,2018-06-16 11:44:56.442
5.180359,-174,2134,-278,-182,1519,-149,-2258.714,11085.252,-1643.025,11736.749,383,278,280,,2018-06-16 11:44:56.462
5.200379,16,2315,-323,-840,-771,-912,-1872.981,11294.534,-1730.606,11591.629,,,,,2018-06-16 11:44:56.482
5.220368,203,2511,-448,-1250,-2681,-1366,-1391.98,11509.934,-1841.941,11429.195,,,,,2018-06-16 11:44:56.502
5.240357,230,2647,-528,-1046,-2260,-1546,-1077.005,11628.921,-1794.014,11350.119,,,,,2018-06-16 11:44:56.522
5.260346,185,2587,-377,-340,-529,-1397,-955.396,11634.724,-1612.315,11382.28,,,,,2018-06-16 11:44:56.542
5.280304,218,2370,-323,282,525,-1112,-883.667,11604.409,-1463.815,11438.947,429,273,305,,2018-06-16 11:44:56.562
5.300293,147,2177,-268,282,47,-709,-749.524,11597.163,-1508.695,11450.035,,,,,2018-06-16 11:44:56.582
5.320313,81,2017,-368,44,-1157,-137,-578.382,11609.644,-1674.039,11424.302,,,,,2018-06-16 11:44:56.602
5.340302,1,1937,-452,-29,-1314,0,-471.564,11600.694,-1744.848,11427.705,,,,,2018-06-16 11:44:56.622
5.360291,-87,1877,-317,180,-292,-215,-421.699,11546.179,-1672.745,11495.446,,,,,2018-06-16 11:44:56.642
5.380249,-6,1953,-288,596,296,-620,-302.876,11486.854,-1561.089,11574.061,408,273,333,,2018-06-16 11:44:56.662
5.400269,68,1957,-250,536,-330,-1020,8.264,11458.011,-1603.338,11600.804,,,,,2018-06-16 11:44:56.682
5.420227,221,1869,-234,308,-2096,-1071,495.048,11444.085,-1840.795,11568.696,,,,,2018-06-16 11:44:56.702
5.440247,293,1842,-268,144,-3290,-949,983.842,11411.786,-2157.743,11514.459,,,,,2018-06-16 11:44:56.722
5.460205,193,1777,-276,212,-3102,-520,1312.422,11340.268,-2406.8,11502.983,,,,,2018-06-16 11:44:56.742
5.480225,132,1710,-228,511,-1814,-187,1472.978,11248.419,-2506.51,11552.327,372,274,335,,2018-06-16 11:44:56.762
5.500183,65,1708,-190,681,-700,-136,1578.561,11164.893,-2567.785,11605.827,,,,,2018-06-16 11:44:56.782
5.520264,-26,1776,-210,513,-762,-62,1738.349,11110.569,-2692.874,11606.776,,,,,2018-06-16 11:44:56.802
5.540192,94,1811,-316,158,-1423,-170,1990.388,11083.919,-2871.277,11548.866,,,,,2018-06-16 11:44:56.822
5.56015,-5,1935,-325,-50,-1936,-417,2273.424,11053.748,-3072.526,11473.5,372,274,335,35132,2018-06-16 11:44:56.842
5.580139,241,1987,-304,-49,-1949,-320,2507.773,11017.352,-3226.884,11417.166,351,281,316,,2018-06-16 11:44:56.862
5.600128,201,1978,-249,107,-1386,-273,2634.352,10965.795,-3335.389,11407.109,,,,,2018-06-16 11:44:56.882
5.620117,185,1973,-246,235,-707,86,2646.026,10923.228,-3384.975,11430.618,,,,,2018-06-16 11:44:56.902
5.640137,49,2030,-291,182,-16,293,2580.119,10893.046,-3408.227,11467.517,,,,,2018-06-16 11:44:56.922
5.660096,24,2066,-377,150,231,464,2513.855,10864.699,-3422.309,11504.872,,,,,2018-06-16 11:44:56.942
5.680115,-55,2088,-371,176,174,337,2482.563,10819.276,-3426.613,11553.09,333,285,294,,2018-06-16 11:44:56.962
5.700074,-58,2090,-398,402,108,159,2500.645,10759.412,-3385.16,11617.14,,,,,2018-06-16 11:44:56.982
5.720124,55,2126,-322,607,86,-262,2602.438,10685.986,-3348.918,11672.926,,,,,2018-06-16 11:44:57.002
5.740052,3,2214,-327,643,-493,-441,2774.901,10599.504,-3389.158,11700.405,,,,,2018-06-16 11:44:57.022
5.760041,93,2167,-275,601,-981,-434,2950.943,10510.176,-3404.598,11733.383,,,,,2018-06-16 11:44:57.042
5.78003,4112,7295,-8853,745,-508,-554,3033.426,10424.199,-3303.39,11817.675,341,286,285,,2018-06-16 11:44:57.062
5.800049,-1536,1755,1576,911,527,-433,2636.368,9390.153,-3027.69,12811.833,,,,,2018-06-16 11:44:57.082
5.820008,-902,1810,468,5684,5150,3117,1786.68,9158.68,-2063.215,13308.076,,,,,2018-06-16 11:44:57.102
5.839997,-747,1444,952,1700,7633,934,1147.865,9118.953,-1173.395,13512.427,,,,,2018-06-16 11:44:57.122
5.859986,-203,1466,1972,713,4481,474,887.532,9332.074,-647.986,13421.632,,,,,2018-06-16 11:44:57.142
5.879975,-649,2160,-643,-2122,6303,-1415,675.209,10142.896,-38.728,12849.112,334,284,262,,2018-06-16 11:44:57.162
5.899964,-204,3013,-1335,-6375,616,-1632,1381.462,10951.773,-193.084,12105.715,,,,,2018-06-16 11:44:57.182
5.919953,434,3045,-1216,-5814,-4476,-3420,2376.161,11351.199,-302.574,11569.27,,,,,2018-06-16 11:44:57.202
5.939942,905,2662,-979,-2582,-3224,-4315,2954.872,11374.627,5.372,11415.865,,,,,2018-06-16 11:44:57.222
5.959931,300,2463,-128,852,80,-3096,3020.514,11156.945,450.453,11603.085,,,,,2018-06-16 11:44:57.242
5.97992,-592,931,-941,2383,1881,-1384,2929.937,10986.696,881.108,11762.953,352,266,184,,2018-06-16 11:44:57.262
5.999909,-155,1795,-371,915,1131,-1166,3550.459,10802.894,547.085,11782.522,,,,,2018-06-16 11:44:57.282
6.019898,-27,1459,-1836,140,-7296,-1211,4743.099,10570.755,-369.099,11578.483,,,,,2018-06-16 11:44:57.302
6.039887,1049,2012,-1481,-1912,-8162,-2315,5488.357,10493.734,-694.06,11301.026,,,,,2018-06-16 11:44:57.322
6.059876,256,2370,-1712,-731,-1268,-1906,5282.887,10612.118,-92.988,11309.325,352,266,184,35144,2018-06-16 11:44:57.342
6.079865,146,2387,-1553,1441,5651,-1472,4445.838,10736.914,1203.979,11486.471,271,255,307,,2018-06-16 11:44:57.362
6.099854,-495,2199,-535,2765,8467,-1315,3591.896,10593.72,2472.043,11713.06,,,,,2018-06-16 11:44:57.382
6.119843,-678,2109,284,3942,7060,-988,3139.573,10255.749,3178.782,11970.524,,,,,2018-06-16 11:44:57.402
6.139832,-1360,1443,845,3477,2484,-618,2930.048,9920.812,3590.047,12187.669,,,,,2018-06-16 11:44:57.422
6.159821,-1706,1788,1136,2391,1714,-923,2940.996,9687.138,3950.889,12261.15,,,,,2018-06-16 11:44:57.442
6.17981,-1195,1648,18,1503,-706,-1728,3550.56,9447.898,3783.359,12339.059,213,223,253,,2018-06-16 11:44:57.462
6.199799,-521,1717,-798,-410,-4431,-2824,4557.922,9130.355,3314.579,12381.879,,,,,2018-06-16 11:44:57.482
6.219788,-619,1074,-1234,-155,-6436,-3168,5564.33,8645.274,2668.938,12474.359,,,,,2018-06-16 11:44:57.502
6.239777,1780,1468,-2778,322,-6524,-2485,6324.637,8132.827,2126.361,12560.657,,,,,2018-06-16 11:44:57.522
6.259766,-1871,1509,-937,950,-4940,-1394,6541.176,7655.102,1936.48,12778.807,,,,,2018-06-16 11:44:57.542
6.279755,-88,1313,-813,2308,-2924,-8,6876.063,7066.106,1650.835,12980.757,142,180,318,,2018-06-16 11:44:57.562
6.299744,-349,1384,-1515,2383,-3581,-894,7106.448,6482.077,1417.312,13187.408,,,,,2018-06-16 11:44:57.582
6.319733,-1761,932,-1554,2540,-2968,-9,7272.137,5939.825,1178.164,13374.672,,,,,2018-06-16 11:44:57.602
6.339722,-1155,1211,-2145,1848,-2731,-265,7532.461,5667.849,1029.946,13360.844,,,,,2018-06-16 11:44:57.622
6.35968,-962,1222,-2087,219,-1439,-1323,7757.83,5615.249,945.384,13259.967,,,,,2018-06-16 11:44:57.642
6.3797,-584,1348,-1538,-528,-619,-1004,7839.211,5698.237,887.063,13180.494,129,140,198,,2018-06-16 11:44:57.662
6.399689,-916,1287,-1288,-774,7,-153,7867.034,5844.397,779.802,13106.492,,,,,2018-06-16 11:44:57.682
6.419678,-826,1148,-1618,-1422,-295,-185,8002.189,6018.132,558.419,12956.491,,,,,2018-06-16 11:44:57.702
6.439637,-546,1258,-1578,-1898,-1102,-702,8198.675,6154.48,261.708,12777.756,,,,,2018-06-16 11:44:57.722
6.459626,-485,1546,-1695,-1866,-1401,-657,8340.009,6273.778,-93.263,12629.754,,,,,2018-06-16 11:44:57.742
6.479645,-391,1623,-1781,-1872,-1592,-63,8395.78,6388.463,-500.299,12525.316,185,89,55,,2018-06-16 11:44:57.762
6.499604,-476,1688,-1549,-1936,-1479,547,8391.193,6524.458,-901.21,12435.536,,,,,2018-06-16 11:44:57.782
6.519593,-402,1894,-1296,-2068,-1364,594,8400.17,6679.729,-1358.923,12304.76,,,,,2018-06-16 11:44:57.802
6.539582,-322,1955,-1375,-2466,-1722,555,8411.733,6848.138,-1925.946,12127.321,,,,,2018-06-16 11:44:57.822
6.559571,-484,1976,-1500,-2905,-2193,719,8427.988,6991.599,-2527.043,11922.082,185,89,55,35169,2018-06-16 11:44:57.842
6.57956,-386,2203,-1279,-2783,-2323,618,8455.744,7097.462,-3089.999,11705.288,182,99,51,,2018-06-16 11:44:57.862
6.599579,-104,2215,-1017,-2521,-2311,456,8523.354,7160.126,-3673.377,11446.692,,,,,2018-06-16 11:44:57.882
6.619568,-182,1972,-515,-2657,-2837,322,8597.876,7221.622,-4327.79,11118.918,,,,,2018-06-16 11:44:57.902
6.639527,-174,1914,-844,-3264,-3152,196,8642.404,7325.003,-5039.08,10709.634,,,,,2018-06-16 11:44:57.922
6.659516,-241,1838,-687,-3415,-3158,279,8660.514,7380.004,-5678.389,10330.651,,,,,2018-06-16 11:44:57.942
6.679505,-178,1839,-477,-2847,-2838,343,8709.385,7362.529,-6236.405,9974.089,233,149,55,,2018-06-16 11:44:57.962
6.699494,-370,1631,-694,-2251,-2971,165,8795.902,7282.279,-6731.372,9629.36,,,,,2018-06-16 11:44:57.981
6.719483,-645,1696,-642,-1719,-2890,89,8887.192,7161.89,-7146.843,9331.838,,,,,2018-06-16 11:44:58.001
6.739533,-514,1840,-549,-1266,-2521,114,8986.209,7081.654,-7435.889,9068.694,,,,,2018-06-16 11:44:58.022
6.759461,-309,1957,-452,-957,-1894,-372,9089.614,7050.837,-7616.236,8837.023,,,,,2018-06-16 11:44:58.041
6.77948,40,1809,-131,-576,-1381,-558,9197.553,7038.675,-7739.409,8625.488,301,220,88,,2018-06-16 11:44:58.061
6.799439,11,1895,-288,-762,-1182,-659,9276.39,7024.127,-7909.292,8395.758,,,,,2018-06-16 11:44:58.081
6.819428,-78,2151,-424,-821,-1476,-462,9355.229,6972.351,-8101.169,8165.322,,,,,2018-06-16 11:44:58.101
6.839417,-211,2208,-600,-854,-1565,-324,9406.903,6967.821,-8268.687,7938.759,,,,,2018-06-16 11:44:58.121
6.859406,-96,1957,-300,-923,-1010,-610,9465.894,7034.065,-8344.122,7728.508,,,,,2018-06-16 11:44:58.141
6.879395,277,1681,-114,-711,-600,-1031,9529.722,7099.308,-8419.666,7505.257,348,274,155,,2018-06-16 11:44:58.161
6.899384,143,1839,-150,-851,-990,-709,9566.449,7037.76,-8629.347,7274.805,,,,,2018-06-16 11:44:58.181
6.919373,-351,1990,-308,-1115,-1814,81,9586.987,6909.134,-8899.694,7041.62,,,,,2018-06-16 11:44:58.201
6.939362,-222,1976,-157,-984,-1767,152,9649.481,6833.181,-9052.292,6832.758,,,,,2018-06-16 11:44:58.221
6.959351,-6,1843,155,-441,-1217,-456,9762.923,6783.802,-9109.275,6642.431,,,,,2018-06-16 11:44:58.241
6.97934,-224,1675,34,-47,-1263,-646,9898.459,6666.788,-9184.717,6453.747,351,296,178,,2018-06-16 11:44:58.261
6.999329,-580,2109,-363,7,-1632,-190,10025.494,6480.872,-9297.918,6282.668,,,,,2018-06-16 11:44:58.281
7.019318,-450,2324,-739,30,-1814,115,10149.441,6296.817,-9393.305,6127.004,,,,,2018-06-16 11:44:58.301
7.039307,-317,2133,-411,199,-1517,-36,10274.954,6190.317,-9405.758,6006.034,,,,,2018-06-16 11:44:58.321
7.059296,-23,1639,245,366,-843,-491,10384.963,6164.054,-9369.905,5898.923,351,296,178,35132,2018-06-16 11:44:58.341
7.079285,175,1776,265,182,-490,-624,10428.554,6174.656,-9380.375,5793.347,347,300,200,,2018-06-16 11:44:58.361
7.099274,154,1943,116,-321,-429,-404,10421.474,6170.719,-9457.79,5683.374,,,,,2018-06-16 11:44:58.381
7.119263,-79,1996,110,-666,-564,-196,10391.522,6165.09,-9577.793,5541.591,,,,,2018-06-16 11:44:58.401
7.139252,-101,1997,-11,-910,-647,-228,10360.262,6211.2,-9672.6,5381.655,,,,,2018-06-16 11:44:58.421
7.159241,-187,2060,41,-821,-416,-636,10350.149,6275.437,-9738.29,5205.232,,,,,2018-06-16 11:44:58.441
7.17923,-175,2295,-19,-785,-509,-675,10329.381,6327.044,-9821.991,5023.576,364,302,200,,2018-06-16 11:44:58.461
7.199219,-135,2294,58,-919,-513,-600,10304.067,6385.828,-9900.703,4843.439,,,,,2018-06-16 11:44:58.481
7.219208,-181,2179,268,-808,-481,-678,10311.864,6439.178,-9947.741,4656.213,,,,,2018-06-16 11:44:58.501
7.239197,-452,1982,298,-604,-636,-797,10331.558,6472.057,-10002.169,4445.606,,,,,2018-06-16 11:44:58.521
7.259186,-549,2138,183,-693,-774,-779,10340.286,6496.089,-10077.417,4214.31,,,,,2018-06-16 11:44:58.541
7.279175,-1048,2055,544,-923,-944,-724,10331.843,6530.328,-10159.04,3979.594,362,295,200,,2018-06-16 11:44:58.561
7.299134,350,2485,421,-861,-677,-820,10276.22,6674.274,-10228.077,3698.007,,,,,2018-06-16 11:44:58.581
7.319123,-196,2312,348,-1536,-756,-1324,10199.978,6694.464,-10392.623,3401.971,,,,,2018-06-16 11:44:58.601
7.339142,-467,2207,78,-1544,-1057,-422,10122.375,6664.761,-10564.155,3154.767,,,,,2018-06-16 11:44:58.621
7.359131,-552,1996,293,-1372,-1057,-265,10104.93,6624.899,-10657.528,2975.504,,,,,2018-06-16 11:44:58.641
7.37912,-440,1851,604,-440,-752,-247,10159.744,6575.84,-10665.317,2867.818,356,291,236,,2018-06-16 11:44:58.661
7.399109,-569,1975,423,252,-605,-146,10251.205,6493.816,-10642.668,2812.861,,,,,2018-06-16 11:44:58.681
7.419068,-619,1986,327,410,-752,12,10353.969,6388.934,-10624.91,2742.909,,,,,2018-06-16 11:44:58.701
7.439087,-623,1995,369,378,-944,-2,10457.892,6292.362,-10604.229,2650.367,,,,,2018-06-16 11:44:58.721
7.459046,-483,2123,357,323,-869,-228,10545.32,6235.851,-10576.971,2544.309,,,,,2018-06-16 11:44:58.741
7.479035,-439,2063,282,211,-706,-382,10614.761,6186.45,-10566.313,2417.259,329,291,269,,2018-06-16 11:44:58.761
7.499054,-600,2063,-28,-6,-861,-337,10674.216,6111.966,-10578.362,2288.814,,,,,2018-06-16 11:44:58.781
7.519043,-680,1880,110,-66,-859,-206,10728.018,6041.775,-10587.256,2179.913,,,,,2018-06-16 11:44:58.801
7.539032,-943,2041,-163,-57,-747,-192,10785.297,5970.754,-10586.719,2093.866,,,,,2018-06-16 11:44:58.821
7.558991,-823,1858,-129,314,-559,-14,10911.838,5879.734,-10512.164,2071.316,329,291,269,35117,2018-06-16 11:44:58.841
7.57901,-667,1836,46,810,-588,-89,11061.905,5821.193,-10392.574,2043.964,319,291,267,,2018-06-16 11:44:58.861
7.598969,-555,1834,225,1145,-428,-285,11219.069,5756.064,-10262.658,2028.176,,,,,2018-06-16 11:44:58.881
7.618988,-713,1912,-89,981,-572,-109,11352.841,5651.821,-10175.341,2016.872,,,,,2018-06-16 11:44:58.901
7.638947,-1116,1747,-92,835,-676,148,11448.678,5537.693,-10127.569,2032.12,,,,,2018-06-16 11:44:58.921
7.658966,-501,1975,683,245,-402,515,11551.929,5468.767,-10036.077,2087.605,,,,,2018-06-16 11:44:58.941
7.678925,-258,2164,14,1130,13,125,11610.025,5356.627,-10021.187,2127.228,308,283,249,,2018-06-16 11:44:58.961
7.698914,-1368,1804,-144,222,-764,801,11595.187,5199.477,-10133.333,2065.928,,,,,2018-06-16 11:44:58.981
7.718933,-277,1991,649,-826,-960,279,11612.475,5000.896,-10247.803,1886.642,,,,,2018-06-16 11:44:59.001
7.738922,-463,2295,-16,-772,-1213,-45,11557.8,4820.601,-10434.919,1651.355,,,,,2018-06-16 11:44:59.021
7.758881,-299,2158,437,-1342,-1761,97,11477.364,4636.273,-10637.702,1431.715,,,,,2018-06-16 11:44:59.041
7.77887,-569,2010,131,-1403,-1340,245,11368.84,4395.563,-10877.552,1242.091,311,273,221,,2018-06-16 11:44:59.061
7.798859,-593,1952,404,-1531,-1648,603,11252.236,4169.369,-11099.929,1109.306,,,,,2018-06-16 11:44:59.081
7.818848,-539,2015,-33,-1387,-1191,810,11129.403,3923.231,-11323.711,976.55,,,,,2018-06-16 11:44:59.101
7.838837,-679,1919,43,-1410,-1434,846,11033.342,3682.938,-11507.611,843.589,,,,,2018-06-16 11:44:59.121
7.858826,-505,1953,323,-1095,-1348,634,10966.243,3496.399,-11637.907,715.028,,,,,2018-06-16 11:44:59.141
7.878815,-638,1887,384,-763,-1052,311,10926.187,3416.275,-11704.484,622.888,323,271,214,,2018-06-16 11:44:59.161
7.898804,-856,1920,-339,-333,-477,-68,10900.045,3433.984,-11726.469,567.563,,,,,2018-06-16 11:44:59.181
7.918793,-678,1940,-140,-187,16,-365,10904.012,3470.529,-11715.81,482.896,,,,,2018-06-16 11:44:59.201
7.938782,1,1959,269,-154,-264,-535,10908.694,3477.953,-11714.075,346.591,,,,,2018-06-16 11:44:59.221
7.958832,-689,1934,633,-129,-627,-518,10914.01,3485.752,-11709.439,241.621,,,,,2018-06-16 11:44:59.241
7.97876,-936,2120,174,76,-110,-441,10946.454,3633.927,-11633.422,261.995,353,274,257,,2018-06-16 11:44:59.261
7.998749,-501,1919,317,595,790,-765,11032.037,3801.903,-11498.422,247.809,,,,,2018-06-16 11:44:59.281
8.018738,-559,2077,154,912,338,-907,11123.641,3919.848,-11370.528,214.28,,,,,2018-06-16 11:44:59.301
8.038727,-884,1987,174,811,183,-739,11194.274,4030.741,-11262.126,203.204,,,,,2018-06-16 11:44:59.321
8.058716,-590,1877,191,593,235,-593,11259.099,4089.136,-11177.125,137.727,353,274,257,35152,2018-06-16 11:44:59.341
8.078705,-826,1931,79,428,-400,-634,11309.041,4063.93,-11136.664,14.434,356,281,274,,2018-06-16 11:44:59.361
8.098694,-769,1987,83,19,-805,-358,11356.459,3922.141,-11138.087,-161.516,,,,,2018-06-16 11:44:59.381
8.118683,-835,1981,-3,-79,-1438,-51,11397.956,3750.903,-11150.279,-352.181,,,,,2018-06-16 11:44:59.401
8.138672,-953,1717,-65,-192,-1556,-64,11436.946,3539.431,-11170.774,-563.852,,,,,2018-06-16 11:44:59.421
8.158661,-829,2007,195,-374,-1992,53,11472.121,3267.95,-11200.772,-830.109,,,,,2018-06-16 11:44:59.441
8.17865,-731,2038,96,-365,-2023,17,11478.113,3036.409,-11240.865,-1054.288,326,277,255,,2018-06-16 11:44:59.461
8.198639,-795,1989,-15,-537,-1696,44,11453.438,2871.309,-11292.501,-1220.322,,,,,2018-06-16 11:44:59.481
8.218628,-285,1792,1411,-553,-1024,17,11430.64,2761.536,-11325.77,-1369.945,,,,,2018-06-16 11:44:59.501
8.238617,-270,1806,259,-380,-1017,-241,11418.27,2650.65,-11339.391,-1565.504,,,,,2018-06-16 11:44:59.521
8.258606,-679,1917,-387,-328,-925,-353,11425.388,2558.645,-11329.782,-1727.806,,,,,2018-06-16 11:44:59.541
8.278595,-842,1836,49,-148,-1015,-252,11422.673,2473.376,-11330.446,-1860.476,330,278,242,,2018-06-16 11:44:59.561
8.298584,-856,1835,8,-109,-883,-163,11428.056,2378.17,-11323.79,-1987.729,,,,,2018-06-16 11:44:59.581
8.318573,-435,1955,394,-176,-1000,-136,11414.606,2260.317,-11336.947,-2122.924,,,,,2018-06-16 11:44:59.601
8.338562,-735,1863,64,-364,-991,-20,11366.957,2164.301,-11387.224,-2207.862,,,,,2018-06-16 11:44:59.621
8.358551,-841,1893,-55,-559,-547,106,11303.663,2057.844,-11456.74,-2273.986,,,,,2018-06-16 11:44:59.641
8.37854,-833,1924,172,-754,-630,178,11221.165,1931.521,-11548.628,-2327.941,328,271,247,,2018-06-16 11:44:59.661
8.398529,-726,1924,168,-903,-582,382,11083.246,1823.317,-11694.364,-2348.288,,,,,2018-06-16 11:44:59.681
8.418518,-734,1914,278,-1364,-129,296,10919.271,1773.696,-11856.198,-2342.972,,,,,2018-06-16 11:44:59.701
8.438507,-610,1830,532,-1315,129,84,10717.456,1863.136,-12040.692,-2263.187,,,,,2018-06-16 11:44:59.721
8.458496,-1732,1240,-207,-1480,1322,-206,10488.947,1974.773,-12248.135,-2121.529,,,,,2018-06-16 11:44:59.740
8.478485,-768,2061,338,-1552,1172,179,10283.682,1941.89,-12435.127,-2068.331,329,267,239,,2018-06-16 11:44:59.760
8.498444,-676,1839,468,-1495,48,472,10125.562,1821.983,-12582.918,-2063.725,,,,,2018-06-16 11:44:59.780
8.518433,-644,1950,373,-1216,-309,592,9981.006,1650.13,-12717.156,-2089.488,,,,,2018-06-16 11:44:59.800
8.538452,-634,2036,370,-1155,-621,667,9883.952,1491.81,-12807.092,-2120.335,,,,,2018-06-16 11:44:59.820
8.558411,-500,2017,447,-717,-463,510,9864.638,1407.853,-12831.567,-2119.712,329,267,239,35128,2018-06-16 11:44:59.840
8.57843,-588,2034,445,63,-135,302,9931.886,1391.144,-12786.231,-2090.474,341,267,271,,2018-06-16 11:44:59.860
8.598419,-529,1996,699,613,64,108,10038.664,1401.669,-12706.045,-2062.133,,,,,2018-06-16 11:44:59.880
8.618409,-710,1938,704,836,61,97,10152.245,1407.781,-12620.043,-2029.782,,,,,2018-06-16 11:44:59.900
8.638367,-507,1994,695,863,-56,185,10289.286,1330.277,-12515.604,-2038.639,,,,,2018-06-16 11:44:59.920
8.658356,-624,2130,447,930,-458,487,10413.89,1275.264,-12421.888,-2014.13,,,,,2018-06-16 11:44:59.940
