;Title, http://www.gcdataconcepts.com, HAM-IMU, MPU-9250,,,,,,,,,,,,
;Version,1191, Build date, Nov 15 2016,  SN:CCDC30161C28AA2,,,,,,,,,,,
;Start_time, 2018-06-15, 17:42:21.889,2018-06-15 17:42:21.889,,,,,,,,,,,,
;Temperature,-999, deg C,  Vbat,4084, mv,,,,,,,,,,
;MPU SR,200,Hz,  Accel sens,2048,counts/g, Gyro sens,16,counts/dps,  Mag SR,10,Hz,  Mag sens,1666,counts/mT,
;Deadband,0, counts,,,,,,,,,,,,,
;DeadbandTimeout,5,sec,,,,,,,,,,,,,
;Time, Ax, Ay, Az, Gx, Gy, Gz, Qw, Qx, Qy, Qz, Mx, My, Mz, T,Date Time
4.411499,-504,2026,-119,-163,54,203,9590.079,8971.867,-7518.28,6280.674,270,152,261,,2018-06-15 17:42:26.300
4.431488,-603,2029,-225,-158,96,212,9554.484,8981.808,-7536.473,6298.886,,,,,2018-06-15 17:42:26.320
4.451507,-585,1933,-359,-115,169,132,9528.515,8999.049,-7530.44,6320.792,,,,,2018-06-15 17:42:26.341
4.471466,-627,1901,-374,22,229,26,9521.313,9015.529,-7492.961,6352.621,,,,,2018-06-15 17:42:26.360
4.491455,-562,1997,-303,236,238,-85,9533.412,9028.588,-7425.709,6394.758,,,,,2018-06-15 17:42:26.380
4.511444,-432,2086,-185,394,276,-155,9554.283,9038.086,-7344.656,6443.61,266,146,278,,2018-06-15 17:42:26.400
4.531463,-336,2041,-306,453,296,-167,9569.366,9048.833,-7265.691,6495.461,,,,,2018-06-15 17:42:26.420
4.551453,-410,2046,-349,412,304,-129,9578.65,9059.256,-7191.57,6549.512,,,,,2018-06-15 17:42:26.440
4.571442,-562,2036,-366,395,319,-103,9586.599,9069.694,-7118.265,6603.294,,,,,2018-06-15 17:42:26.460
4.5914,-514,2094,-409,398,324,-109,9595.22,9081.503,-7041.589,6656.538,,,,,2018-06-15 17:42:26.480
4.61142,-460,2136,-414,407,324,-127,9604.767,9091.901,-6965.993,6707.918,279,149,280,,2018-06-15 17:42:26.500
4.631409,-470,2144,-448,399,306,-117,9613.38,9098.747,-6896.755,6757.657,,,,,2018-06-15 17:42:26.520
4.651398,-490,2091,-428,375,269,-90,9623.153,9102.936,-6832.119,6803.606,,,,,2018-06-15 17:42:26.540
4.671356,-501,2031,-359,354,240,-94,9632.321,9108.09,-6772.235,6843.489,,,,,2018-06-15 17:42:26.560
4.691376,-535,2209,-303,301,233,-97,9633.545,9119.757,-6719.631,6877.996,,,,,2018-06-15 17:42:26.580
4.711365,-528,2229,-352,222,253,-88,9626.727,9136.94,-6671.658,6911.357,276,158,278,,2018-06-15 17:42:26.600
4.731354,-557,2129,-433,200,293,-65,9612.042,9157.938,-6623.788,6949.94,,,,,2018-06-15 17:42:26.620
4.751343,-547,2052,-407,190,351,-40,9593.097,9181.705,-6573.808,6992.084,,,,,2018-06-15 17:42:26.640
4.771332,-498,2070,-383,190,375,-27,9569.958,9205.785,-6525.469,7037.265,,,,,2018-06-15 17:42:26.660
4.791321,-518,2066,-366,178,394,5,9539.044,9230.896,-6480.266,7087.932,,,,,2018-06-15 17:42:26.680
4.81131,-479,2081,-400,165,430,55,9502.395,9256.377,-6436.292,7143.776,279,140,270,39818,2018-06-15 17:42:26.700
4.831299,-448,1998,-405,168,452,81,9461.328,9281.262,-6392.974,7204.634,,,,,2018-06-15 17:42:26.720
4.851288,-444,1991,-372,168,467,112,9417.803,9304.693,-6352.525,7266.948,,,,,2018-06-15 17:42:26.740
4.871277,-376,1972,-329,167,461,132,9374.253,9324.259,-6317.119,7328.779,,,,,2018-06-15 17:42:26.760
4.891296,-427,1994,-324,154,426,156,9326.182,9344.455,-6289.248,7388.116,,,,,2018-06-15 17:42:26.780
4.911285,-532,2012,-286,108,432,174,9276.998,9367.828,-6261.138,7444.104,273,141,267,,2018-06-15 17:42:26.800
4.931244,-519,2035,-283,84,449,141,9225.944,9402.136,-6225.442,7494.07,,,,,2018-06-15 17:42:26.820
4.951263,-386,2088,-202,66,503,75,9172.296,9445.574,-6180.809,7542.091,,,,,2018-06-15 17:42:26.840
4.971252,-338,2057,-250,60,561,33,9114.499,9493.876,-6134.354,7589.292,,,,,2018-06-15 17:42:26.860
4.991241,-423,2035,-214,40,570,35,9054.951,9542.472,-6089.458,7635.641,,,,,2018-06-15 17:42:26.880
5.011291,-465,1943,-332,33,573,37,8997.518,9591.287,-6041.452,7680.375,262,152,275,,2018-06-15 17:42:26.900
5.031219,-457,1997,-292,44,563,11,8947.273,9637.45,-5991.06,7720.653,,,,,2018-06-15 17:42:26.920
5.051208,-446,2039,-271,53,527,-21,8904.102,9683.103,-5938.904,7753.666,,,,,2018-06-15 17:42:26.940
5.071197,-437,1996,-276,53,482,-62,8862.306,9726.423,-5887.25,7786.652,,,,,2018-06-15 17:42:26.960
5.091186,-469,2014,-253,73,488,-65,8823.223,9766.9,-5828.464,7824.502,,,,,2018-06-15 17:42:26.980
5.111175,-467,1951,-345,130,492,-79,8790.134,9803.795,-5764.594,7862.826,284,154,275,,2018-06-15 17:42:27.000
5.131164,-439,1965,-304,163,482,-96,8759.115,9838.283,-5697.524,7903.147,,,,,2018-06-15 17:42:27.020
5.151153,-413,1978,-225,183,476,-99,8731.601,9867.962,-5633.121,7942.66,,,,,2018-06-15 17:42:27.040
5.171142,-401,1942,-203,190,437,-86,8706.227,9893.63,-5575.959,7978.835,,,,,2018-06-15 17:42:27.060
5.191131,-522,2071,-273,161,371,-88,8683.775,9913.862,-5525.607,8013.145,,,,,2018-06-15 17:42:27.080
5.211151,-539,1983,-304,165,334,-52,8664.857,9930.111,-5476.192,8047.353,282,147,287,,2018-06-15 17:42:27.100
5.231109,-573,1920,-355,183,320,-60,8650.372,9945.702,-5425.009,8078.29,,,,,2018-06-15 17:42:27.120
5.251129,-589,1924,-315,185,291,-91,8640.638,9960.189,-5372.677,8105.786,,,,,2018-06-15 17:42:27.140
5.271118,-578,1925,-354,185,287,-105,8631.293,9974.179,-5318.109,8134.475,,,,,2018-06-15 17:42:27.160
5.291107,-591,1912,-327,207,291,-106,8619.725,9987.676,-5259.908,8167.953,,,,,2018-06-15 17:42:27.180
5.311096,-582,1849,-327,223,332,-89,8601.241,10003.656,-5200.828,8205.627,274,145,294,39777,2018-06-15 17:42:27.200
5.331085,-547,1900,-324,225,370,-66,8577.085,10021.269,-5143.126,8245.693,,,,,2018-06-15 17:42:27.220
5.351074,-541,1927,-296,201,389,-34,8545.988,10042.246,-5088.324,8286.359,,,,,2018-06-15 17:42:27.240
5.371063,-601,1926,-298,168,414,-17,8507.275,10069.535,-5034.576,8325.815,,,,,2018-06-15 17:42:27.260
5.391052,-559,1925,-285,128,462,-7,8463.496,10101.149,-4980.901,8364.333,,,,,2018-06-15 17:42:27.280
5.411041,-594,1913,-276,113,484,-14,8416.812,10137.255,-4926.213,8400.07,274,169,298,,2018-06-15 17:42:27.300
5.43103,-569,1914,-310,83,495,-27,8369.86,10176.213,-4870.451,8432.334,,,,,2018-06-15 17:42:27.320
5.451019,-625,1938,-363,75,513,-46,8322.585,10216.521,-4811.087,8464.405,,,,,2018-06-15 17:42:27.340
5.471008,-648,1898,-413,88,520,-57,8280.636,10253.416,-4747.04,8497.033,,,,,2018-06-15 17:42:27.360
5.491028,-606,1918,-608,130,497,-85,8248.347,10282.903,-4680.719,8529.536,,,,,2018-06-15 17:42:27.380
5.511017,-686,1927,-595,163,437,-106,8224.82,10302.929,-4609.49,8566.797,274,149,308,,2018-06-15 17:42:27.400
5.530975,-700,1905,-496,249,409,-120,8207.16,10315.481,-4533.171,8609.248,,,,,2018-06-15 17:42:27.420
5.550995,-696,1994,-516,308,401,-119,8191.524,10322.273,-4455.534,8656.4,,,,,2018-06-15 17:42:27.440
5.570984,-777,1980,-491,346,390,-105,8174.544,10324.655,-4376.061,8709.986,,,,,2018-06-15 17:42:27.460
5.590973,-772,1939,-603,395,396,-85,8159.493,10324.042,-4293.193,8765.885,,,,,2018-06-15 17:42:27.480
5.610962,-745,1987,-559,408,400,-97,8144.348,10323.152,-4205.862,8823.167,272,145,310,,2018-06-15 17:42:27.500
5.630951,-642,2041,-631,415,408,-103,8127.514,10321.086,-4120.842,8881.036,,,,,2018-06-15 17:42:27.520
5.65094,-755,2025,-608,409,411,-73,8103.314,10316.75,-4043.622,8943.462,,,,,2018-06-15 17:42:27.540
5.670929,-755,1989,-655,413,407,5,8070.396,10309.84,-3972.752,9012.69,,,,,2018-06-15 17:42:27.560
5.690948,-709,2011,-686,401,436,78,8023.235,10305.548,-3907.754,9087.808,,,,,2018-06-15 17:42:27.580
5.710907,-675,1996,-610,380,492,159,7964.69,10302.118,-3849.837,9167.566,280,143,307,,2018-06-15 17:42:27.600
5.730896,-667,2043,-602,353,502,227,7897.768,10299.226,-3802.395,9248.158,,,,,2018-06-15 17:42:27.620
5.750885,-648,1985,-662,313,499,275,7832.559,10297.595,-3758.984,9322.876,,,,,2018-06-15 17:42:27.640
5.770874,-634,1983,-646,280,468,258,7771.281,10295.032,-3718.628,9392.909,,,,,2018-06-15 17:42:27.660
5.790863,-637,2017,-722,269,431,240,7710.887,10292.973,-3680.088,9459.879,,,,,2018-06-15 17:42:27.680
5.810852,-586,2009,-598,247,434,240,7649.868,10291.424,-3642.276,9525.511,274,137,301,39796,2018-06-15 17:42:27.700
5.830871,-592,2039,-643,246,438,244,7584.473,10293.61,-3604.696,9589.524,,,,,2018-06-15 17:42:27.720
5.85083,-598,2003,-612,213,465,245,7517.853,10299.195,-3565.719,9650.365,,,,,2018-06-15 17:42:27.740
5.870849,-622,2013,-595,192,473,223,7445.948,10311.362,-3527.031,9707.17,,,,,2018-06-15 17:42:27.760
5.890808,-515,2057,-672,139,513,251,7372.323,10326.352,-3485.578,9762.248,,,,,2018-06-15 17:42:27.780
5.910797,-527,1988,-670,148,527,223,7294.686,10341.361,-3440.89,9820.362,274,154,298,,2018-06-15 17:42:27.800
5.930817,-512,1995,-602,161,564,238,7208.89,10361.448,-3395.612,9878.135,,,,,2018-06-15 17:42:27.820
5.950806,-613,2044,-601,119,617,251,7112.088,10391.998,-3350.68,9931.412,,,,,2018-06-15 17:42:27.840
5.970795,-522,2078,-557,28,678,288,7002.734,10436.131,-3300.507,9979.528,,,,,2018-06-15 17:42:27.860
5.990784,-524,2091,-508,-9,778,249,6885.13,10489.23,-3239.774,10025.484,,,,,2018-06-15 17:42:27.880
6.010773,-500,2041,-521,-24,849,233,6757.957,10549.866,-3174.55,10069.161,286,159,298,,2018-06-15 17:42:27.900
6.030762,-476,2109,-516,-66,917,249,6616.907,10616.958,-3113.913,10111.168,,,,,2018-06-15 17:42:27.920
6.050751,-503,2088,-532,-135,955,323,6464.935,10688.173,-3057.163,10151.687,,,,,2018-06-15 17:42:27.940
6.07074,-558,2016,-556,-156,974,349,6307.145,10759.998,-3006.105,10190.246,,,,,2018-06-15 17:42:27.960
6.090729,-394,2035,-366,-192,981,383,6144.036,10837.31,-2952.818,10223.494,,,,,2018-06-15 17:42:27.980
6.110992,-312,2047,-371,-222,997,356,5974.047,10913.944,-2905.791,10256.14,289,157,308,,2018-06-15 17:42:28.000
6.130829,-270,2036,-324,-242,1008,414,5798.585,10990.346,-2864.06,10286.948,,,,,2018-06-15 17:42:28.020
6.150818,-373,2035,-264,-265,975,465,5619.206,11065.457,-2828.402,10315.801,,,,,2018-06-15 17:42:28.040
6.170837,-511,2019,-334,-276,982,476,5444.414,11137.322,-2796.678,10340.814,,,,,2018-06-15 17:42:28.060
6.190796,-372,2029,-286,-285,962,486,5272.152,11208.085,-2759.81,10363.499,,,,,2018-06-15 17:42:28.080
6.210815,-449,1982,-269,-273,949,444,5101.009,11278.495,-2720.471,10383.147,300,168,314,,2018-06-15 17:42:28.100
6.230865,-317,2037,-200,-276,960,430,4933.824,11346.845,-2676.839,10400.791,,,,,2018-06-15 17:42:28.120
6.250793,-323,2007,-168,-263,932,366,4770.957,11412.075,-2628.666,10417.68,,,,,2018-06-15 17:42:28.140
6.270782,-414,1940,-150,-232,952,343,4609.815,11474.76,-2573.686,10435.087,,,,,2018-06-15 17:42:28.160
6.290771,-371,2017,-145,-218,969,324,4453.985,11536.601,-2511.564,10449.705,,,,,2018-06-15 17:42:28.180
6.31076,-408,1986,-152,-232,968,265,4306.489,11600.527,-2442.634,10457.097,317,163,349,39798,2018-06-15 17:42:28.200
6.330749,-390,2024,-49,-229,945,183,4170.656,11662.229,-2365.906,10461.164,,,,,2018-06-15 17:42:28.220
6.350738,-151,1974,-81,-228,927,125,4046.132,11721.631,-2284.758,10461.715,,,,,2018-06-15 17:42:28.240
6.370727,-235,1977,-92,-194,871,46,3930.753,11775.146,-2208.018,10462.084,,,,,2018-06-15 17:42:28.260
6.390716,-250,1903,-172,-209,816,66,3822.799,11827.055,-2136.992,10458.282,,,,,2018-06-15 17:42:28.280
6.410705,-336,1902,-44,-180,747,40,3720.027,11872.597,-2070.737,10457.07,334,180,365,,2018-06-15 17:42:28.300
6.430694,-380,1936,12,-186,710,59,3624.634,11918.684,-2009.086,10450.168,,,,,2018-06-15 17:42:28.320
6.450683,-357,2018,79,-192,660,46,3535.737,11960.75,-1950.576,10443.645,,,,,2018-06-15 17:42:28.340
6.470703,-392,2054,-12,-176,620,44,3451.581,12001.405,-1896.859,10435.047,,,,,2018-06-15 17:42:28.360
6.490661,-211,1984,-6,-184,582,49,3374.291,12035.996,-1849.604,10428.968,,,,,2018-06-15 17:42:28.380
6.510651,-276,2014,105,-130,512,60,3292.711,12060.181,-1812.126,10433.681,362,176,394,,2018-06-15 17:42:28.400
6.53067,-323,1994,23,-87,524,156,3199.389,12084.64,-1785.34,10439.031,,,,,2018-06-15 17:42:28.420
6.550629,-397,1990,45,-96,530,254,3096.062,12105.122,-1763.369,10450.186,,,,,2018-06-15 17:42:28.440
6.570648,-318,2052,103,-58,566,301,2988.265,12121.175,-1738.818,10467.06,,,,,2018-06-15 17:42:28.460
6.590637,-321,2050,116,-24,584,302,2874.245,12134.919,-1710.962,10487.635,,,,,2018-06-15 17:42:28.480
6.610626,-256,2040,-18,-12,627,321,2754.927,12147.97,-1680.729,10509.413,366,174,396,,2018-06-15 17:42:28.500
6.630615,-297,1986,-20,1,654,327,2632.704,12156.04,-1646.063,10536.862,,,,,2018-06-15 17:42:28.520
6.650604,-224,1986,-17,55,680,319,2511.876,12157.142,-1604.204,10571.487,,,,,2018-06-15 17:42:28.540
6.670593,-198,2007,-18,128,697,291,2391.741,12149.357,-1554.4,10615.647,,,,,2018-06-15 17:42:28.560
6.690613,-203,2040,6,207,719,267,2272.067,12136.344,-1499.296,10664.633,,,,,2018-06-15 17:42:28.580
6.710571,-186,2040,2,238,738,251,2153.102,12121.127,-1439.039,10714.804,,,,,2018-06-15 17:42:28.600
6.73056,-182,2043,-4,244,746,227,2035.195,12105.861,-1374.623,10763.455,389,168,419,,2018-06-15 17:42:28.620
6.750549,-215,2053,-5,242,766,205,1920.523,12090.199,-1304.295,10810.778,,,,,2018-06-15 17:42:28.640
6.770569,-201,2052,-44,247,751,156,1812.491,12075.21,-1227.282,10855.109,,,,,2018-06-15 17:42:28.660
6.790558,-215,2064,-25,225,756,99,1710.431,12060.087,-1144.238,10897.471,,,,,2018-06-15 17:42:28.680
6.810516,-124,2077,-73,238,756,57,1611.338,12044.951,-1057.232,10938.027,389,168,419,39790,2018-06-15 17:42:28.700
6.830536,-151,2035,-108,231,760,36,1510.112,12027.768,-967.527,10979.603,410,174,413,,2018-06-15 17:42:28.720
6.850525,-283,2055,-141,246,778,44,1405.814,12007.964,-876.178,11022.714,,,,,2018-06-15 17:42:28.740
6.870514,-284,2079,-150,256,798,49,1302.377,11984.997,-780.752,11067.498,,,,,2018-06-15 17:42:28.760
6.890503,-285,2079,-120,291,806,19,1205.219,11958.072,-679.831,11114.19,,,,,2018-06-15 17:42:28.780
6.910492,-234,2109,-125,312,800,-30,1114.381,11930.644,-573.996,11159.025,,,,,2018-06-15 17:42:28.799
6.930481,-206,2152,-172,309,783,-70,1029.155,11901.245,-468.691,11203.435,433,185,405,,2018-06-15 17:42:28.819
6.95047,-163,2137,-159,323,750,-79,948.601,11870,-368.462,11247.352,,,,,2018-06-15 17:42:28.839
6.970459,-267,2141,-241,311,712,-70,866.544,11838.907,-274.702,11289.347,,,,,2018-06-15 17:42:28.859
6.990448,-269,2122,-247,295,695,-34,784.827,11807.667,-185.287,11329.791,,,,,2018-06-15 17:42:28.879
7.010437,-339,2059,-286,295,683,-23,704.859,11773.491,-98.38,11371.624,,,,,2018-06-15 17:42:28.899
7.030426,-299,2064,-322,328,664,-20,629.02,11735.65,-12.634,11415.521,448,177,398,,2018-06-15 17:42:28.919
7.050415,-274,2111,-309,337,630,-37,557.897,11694.456,69.458,11461.198,,,,,2018-06-15 17:42:28.939
7.070434,-265,2119,-305,350,599,-30,487.553,11653.522,144.125,11505.32,,,,,2018-06-15 17:42:28.959
7.090393,-205,2109,-314,337,568,1,417.464,11616.861,208.074,11544.107,,,,,2018-06-15 17:42:28.979
7.110412,-237,2075,-300,288,522,50,346.16,11584.959,260.451,11577.414,,,,,2018-06-15 17:42:28.999
7.130401,-242,2125,-234,246,478,100,274.166,11560.248,301.959,11603.006,451,181,380,,2018-06-15 17:42:29.019
7.15039,-279,2119,-235,176,448,145,200.252,11545.432,336.53,11618.308,,,,,2018-06-15 17:42:29.039
7.17038,-239,2142,-277,95,439,176,121.899,11539.534,368.63,11624.278,,,,,2018-06-15 17:42:29.059
7.190369,-275,2148,-299,23,452,205,38.413,11539.516,399.777,11623.842,,,,,2018-06-15 17:42:29.079
7.210358,-187,2157,-260,-13,471,231,-49.746,11542.54,429.597,11619.732,,,,,2018-06-15 17:42:29.099
7.230347,-204,2119,-221,-38,475,254,-142.021,11548.233,455.37,11612.331,458,188,375,,2018-06-15 17:42:29.119
7.250336,-156,2120,-221,-64,483,287,-236.37,11556.741,478.498,11601.393,,,,,2018-06-15 17:42:29.139
7.270325,-152,2113,-265,-83,476,299,-330.588,11566.057,500.737,11588.862,,,,,2018-06-15 17:42:29.159
7.290314,-184,2130,-241,-86,477,301,-423.215,11574.501,522.826,11576.437,,,,,2018-06-15 17:42:29.179
7.310303,-168,2094,-272,-85,464,287,-511.809,11581.548,547.575,11564.661,458,188,375,39786,2018-06-15 17:42:29.199
7.330292,-225,2132,-280,-64,457,254,-593.9,11586.169,576.977,11554.675,458,191,378,,2018-06-15 17:42:29.219
7.350281,-188,2132,-296,-58,447,207,-669.73,11588.053,612.445,11546.811,,,,,2018-06-15 17:42:29.239
7.3703,-210,2126,-224,-44,455,154,-740.664,11586.545,653.961,11541.714,,,,,2018-06-15 17:42:29.259
7.390289,-169,2147,-221,-19,456,112,-808.181,11584.454,699.866,11536.589,,,,,2018-06-15 17:42:29.279
7.410248,-104,2142,-229,-21,461,83,-875.742,11582.133,748.351,11530.945,,,,,2018-06-15 17:42:29.299
7.430267,-147,2175,-253,-23,473,82,-945.509,11580.09,798.29,11524.135,478,200,373,,2018-06-15 17:42:29.319
7.450317,-162,2116,-253,-28,493,89,-1018.914,11577.641,849.213,11516.697,,,,,2018-06-15 17:42:29.339
7.470215,-55,2101,-239,-34,510,106,-1097.754,11575.595,899.439,11507.692,,,,,2018-06-15 17:42:29.359
7.490234,-96,2051,-214,-40,529,134,-1181.668,11574.457,946.68,11496.731,,,,,2018-06-15 17:42:29.379
7.510223,-77,2046,-198,-44,534,165,-1268.392,11574.451,990.918,11483.761,,,,,2018-06-15 17:42:29.399
7.530212,-18,2101,-175,-55,533,183,-1358.086,11577.591,1034.261,11466.504,480,191,371,,2018-06-15 17:42:29.419
7.550201,-16,2105,-115,-87,544,203,-1451.747,11583.792,1076.563,11444.852,,,,,2018-06-15 17:42:29.439
7.57019,-20,2093,-142,-117,554,229,-1547.353,11592.452,1117.555,11419.599,,,,,2018-06-15 17:42:29.459
7.590179,-14,2009,-114,-130,556,245,-1642.98,11602.371,1158.919,11392.012,,,,,2018-06-15 17:42:29.479
7.610168,-17,2004,-204,-144,561,234,-1737.209,11611.857,1204.079,11363.648,,,,,2018-06-15 17:42:29.499
7.630157,-78,1998,-203,-143,571,205,-1826.699,11615.606,1253.837,11340.379,485,186,371,,2018-06-15 17:42:29.519
7.650146,-64,2023,-131,-94,565,154,-1908.642,11612.538,1309.265,11323.749,,,,,2018-06-15 17:42:29.539
7.670135,59,2106,-79,-48,553,90,-1982.476,11604.273,1367.193,11312.686,,,,,2018-06-15 17:42:29.559
7.690124,37,2105,-17,-20,532,67,-2053.934,11597.174,1422.601,11300.378,,,,,2018-06-15 17:42:29.579
7.710113,38,2069,-156,-39,511,62,-2124.089,11591.626,1477.845,11286.003,,,,,2018-06-15 17:42:29.599
7.730133,-36,2032,-209,-43,514,64,-2194.119,11580.618,1534.373,11276.359,507,183,373,,2018-06-15 17:42:29.619
7.750091,40,1979,-161,7,523,46,-2263.551,11561.469,1593.987,11274.015,,,,,2018-06-15 17:42:29.639
7.770111,-27,2002,-219,77,539,18,-2331.588,11534.132,1656.348,11279.159,,,,,2018-06-15 17:42:29.659
7.790069,58,1979,-215,139,542,-10,-2398.41,11496.297,1719.025,11294.386,,,,,2018-06-15 17:42:29.679
7.810089,41,2050,-201,207,536,-24,-2464.706,11452.93,1778.334,11314.971,507,183,373,39802,2018-06-15 17:42:29.699
7.830078,151,2007,-164,255,518,-14,-2532.477,11404.661,1831.391,11340.269,520,189,365,,2018-06-15 17:42:29.719
7.850067,139,2001,-203,289,496,16,-2602.711,11355.594,1877.277,11366.074,,,,,2018-06-15 17:42:29.739
7.870056,85,1938,-268,309,481,55,-2673.092,11303.798,1914.931,11395.051,,,,,2018-06-15 17:42:29.759
7.890045,31,1974,-304,341,445,71,-2740.712,11246.532,1948.598,11429.891,,,,,2018-06-15 17:42:29.779
7.910034,15,1983,-256,389,419,59,-2806.157,11183.854,1984.076,11469.34,,,,,2018-06-15 17:42:29.799
7.930023,79,2048,-234,416,437,44,-2869.733,11119.888,2022.939,11508.948,525,189,365,,2018-06-15 17:42:29.819
7.950012,37,2063,-256,397,437,6,-2929.425,11056.925,2068.227,11546.46,,,,,2018-06-15 17:42:29.839
7.970001,10,2114,-328,384,454,-29,-2984.916,10996.116,2120.845,11580.723,,,,,2018-06-15 17:42:29.859
7.98999,-61,2085,-334,343,465,-72,-3034.82,10937.082,2180.75,11612.487,,,,,2018-06-15 17:42:29.879
8.01001,15,2144,-346,324,478,-119,-3078.153,10879.638,2248.705,11642.045,,,,,2018-06-15 17:42:29.899
8.029968,10,2176,-376,284,482,-173,-3118.2,10825.073,2322.712,11667.693,523,187,351,,2018-06-15 17:42:29.919
8.049988,-16,2165,-380,262,504,-189,-3158.613,10769.07,2399.22,11693.138,,,,,2018-06-15 17:42:29.939
8.069977,-54,2170,-387,266,500,-198,-3194.909,10714.391,2473.177,11718.072,,,,,2018-06-15 17:42:29.959
8.089935,28,2192,-507,255,462,-201,-3225.951,10663.362,2542.847,11741.18,,,,,2018-06-15 17:42:29.979
8.109955,-94,2144,-450,227,421,-195,-3253.722,10614.579,2603.454,11764.415,,,,,2018-06-15 17:42:29.999
8.129822,-44,2136,-481,227,368,-169,-3280.134,10569.002,2656.546,11786.226,524,203,329,,2018-06-15 17:42:30.019
8.149811,-112,2092,-467,229,327,-138,-3306.608,10523.88,2701.374,11808.992,,,,,2018-06-15 17:42:30.039
8.1698,-126,2035,-503,236,300,-111,-3330.291,10479.053,2738.783,11833.559,,,,,2018-06-15 17:42:30.059
8.189789,-99,1984,-434,242,253,-101,-3351.691,10438.563,2770.226,11855.963,,,,,2018-06-15 17:42:30.079
8.209778,-77,1929,-490,222,216,-78,-3373.767,10403.941,2795.742,11874.13,,,,,2018-06-15 17:42:30.099
8.229767,-91,1963,-500,167,205,-41,-3398.04,10375.106,2815.041,11887.87,527,199,314,,2018-06-15 17:42:30.119
8.249756,-126,1975,-447,139,190,4,-3426.639,10350.801,2831.406,11896.959,,,,,2018-06-15 17:42:30.139
8.269745,-113,2070,-499,125,190,36,-3458.725,10327.437,2847.129,11904.224,,,,,2018-06-15 17:42:30.159
8.289734,-108,1965,-476,135,214,64,-3500.954,10300.15,2863.174,11911.67,,,,,2018-06-15 17:42:30.179
8.309753,-141,1945,-521,165,253,90,-3547.319,10272.25,2880.438,11917.882,527,199,314,39786,2018-06-15 17:42:30.199
8.329742,-141,1929,-469,152,280,106,-3600.083,10243.096,2900.233,11922.351,514,198,305,,2018-06-15 17:42:30.219
8.349701,-151,1945,-475,148,315,125,-3657.93,10214.813,2925.075,11922.941,,,,,2018-06-15 17:42:30.239
8.36972,-65,1979,-440,126,362,134,-3720.197,10189.561,2955.907,11917.677,,,,,2018-06-15 17:42:30.259
8.389679,-118,1987,-460,88,404,139,-3788.552,10168.206,2990.477,11905.752,,,,,2018-06-15 17:42:30.279
8.409698,-111,2022,-500,50,446,154,-3857.931,10151.657,3032.5,11886.951,,,,,2018-06-15 17:42:30.299
8.429687,-86,2054,-482,-7,473,150,-3927.778,10141.288,3081.022,11860.42,520,194,311,,2018-06-15 17:42:30.319
8.449676,-134,2079,-502,-76,492,148,-3995.884,10133.535,3136.185,11829.799,,,,,2018-06-15 17:42:30.339
8.469665,-119,2151,-487,-94,527,115,-4061.766,10126.255,3199.421,11796.616,,,,,2018-06-15 17:42:30.359
8.489654,-177,2138,-471,-120,546,78,-4121.994,10118.98,3269.178,11762.794,,,,,2018-06-15 17:42:30.379
8.509643,-81,2081,-518,-137,558,36,-4176.874,10114.097,3345.326,11726.166,,,,,2018-06-15 17:42:30.399
8.529632,-106,2119,-467,-176,559,0,-4226.997,10110.713,3425.902,11687.797,518,185,295,,2018-06-15 17:42:30.419
8.549621,-147,2088,-519,-195,570,-18,-4277.532,10108.086,3509.648,11646.764,,,,,2018-06-15 17:42:30.439
